"","lizard_id","choice_intercept__mean","choice_intercept__sd","choice_intercept__se"
"1","2851",-1.19158720524779,0.236685474225946,0.00152779816661049
"2","2873",-1.15132944258892,0.225917325766161,0.00145829006718676
"3","2885",-1.20017182055656,0.224668312487042,0.00145022772113806
"4","2904",-1.22594872120703,0.229189545125285,0.00147941215232514
"5","2908",-1.26151293448652,0.235111302977361,0.00151763693489407
"6","2911",-1.1311051993567,0.23362175673139,0.00150802195522065
"7","2919",-1.1130524812562,0.232308468880468,0.001499544718595
"8","2922",-1.29416739658485,0.244496479366161,0.00157821798798581
"9","2924",-1.29133648945822,0.257297064723598,0.00166084541117091
"10","2925",-1.19739604094702,0.248850890015324,0.00160632558786374
"11","2926",-1.18880186795924,0.224677707777831,0.00145028836747933
"12","2928",-1.12763827030005,0.244589172541261,0.00157881631985826
"13","2930",-1.20856180650368,0.22822860925143,0.00147320933793145
"14","2931",-1.29686989159735,0.24109253883242,0.00155624564632138
"15","2950",-1.20814391516681,0.226908927211189,0.00146469082699121
"16","2951",-1.28713149920266,0.250851044625646,0.00161923653035643
"17","2952",-1.18318637597871,0.225887168394399,0.0014580954021891
"18","2953",-1.31912054711353,0.257312594705004,0.00166094565676983
"19","2958",-1.10791553376342,0.242923239515746,0.00156806276841873
"20","2959",-1.15862846088323,0.228732908789669,0.00147646457745328
"21","2960",-0.956013465626185,0.311909686640953,0.00201336836980197
"22","2961",-1.06527595102727,0.24770763960918,0.00159894593822451
"23","2967",-1.20740857676889,0.241011013172261,0.00155571940044791
"24","2968",-1.25217802706888,0.229608288908354,0.00148211513182206
"25","2970",-1.30108062545244,0.244824967237449,0.00158033836807736
"26","2971",-1.23090399447356,0.233429154738235,0.00150677871470076
"27","2981",-1.11677561777358,0.23493047542703,0.00151646969807579
"28","2982",-1.0716535666726,0.250073273903004,0.00161421604192983
"29","2983",-1.39980598084373,0.300338171206008,0.0019386745588521
"30","2984",-1.29278304081342,0.242460123113826,0.00156507336489874
"31","2993",-1.00118045587151,0.273901141322372,0.00176802426474792
"32","2995",-1.2291609272384,0.231675916401672,0.0014954616099017
"33","2997",-1.19237267376177,0.226072336780279,0.00145929065898036
"34","3009",-1.28884110212353,0.244667681430128,0.00157932309255678
"35","3014",-1.1861503356014,0.225620109186062,0.00145637154241186
"36","3023",-1.32280271259123,0.250118660181919,0.00161450900910047
"37","3024",-1.32097420710961,0.255733415587843,0.00165075209940076
"38","3025",-1.11685113516791,0.233592494539324,0.00150783306858308
"39","3029",-0.991659919919442,0.283168192953469,0.00182784282580739
"40","3031",-1.10975096562251,0.23333488604608,0.00150617021290946
"41","3033",-1.25982058876799,0.23100567771432,0.0014911352377782
"42","3034",-1.27794938718212,0.235349330986599,0.00151917339908692
"43","3038",-1.17505682700526,0.22485317475867,0.00145142100197033
"44","3039",-1.19828631520634,0.242113923247151,0.00156283865436859
"45","3040",-1.27167166609846,0.237172633380015,0.00153094276542826
"46","3041",-1.33839727480298,0.262683057836748,0.00169561184722094
"47","3042",-1.13239300764239,0.239546863152676,0.0015462683527109
"48","3051",-1.27941757218575,0.240360536904895,0.00155152059419689
"49","3065",-1.20281681981403,0.225741777447968,0.0014571569076654
"50","3078",-0.947556881530043,0.301511119924143,0.00194624591027092
"51","3079",-1.15717435900918,0.221329140066128,0.0014286734558442
"52","3081",-1.37439192076454,0.273572506198,0.0017659029341418
"53","3082",-1.09942633384432,0.247927529367013,0.00160036532050798
"54","3086",-1.02332088309851,0.262435408269644,0.00169401327613912
"55","3090",-1.21646031947652,0.224560949812444,0.00144953469805352
"56","3093",-1.33009862600657,0.26081476765966,0.0016835520859847
"57","3095",-1.19775281512482,0.225893138782668,0.00145813394087965
"58","3098",-1.24147087937699,0.231688210878458,0.0014955409704081
"59","3099",-1.36353252457876,0.27463301151267,0.00177274846651227
"60","3100",-1.25675349544981,0.236697848130304,0.00152787803981967
"61","3102",-1.14965107507795,0.234189571386577,0.00151168718305944
"62","3103",-1.20694227628328,0.244335635306258,0.00157717974404358
"63","3109",-1.2593221439216,0.232263327681028,0.00149925333340556
"64","3154",-1.2905027677142,0.251082868541693,0.00162073294729994
"65","3155",-1.0983329170718,0.245151147926608,0.0015824438553723
"66","3157",-1.26537374506584,0.26460797333038,0.00170803712330376
"67","3158",-1.16742350751379,0.23508765580499,0.00151748429305278
"68","3159",-1.20784766421125,0.228409036832182,0.0014743739929572
"69","3176",-1.22663820841829,0.223471463285244,0.00144250209276059
"70","3178",-1.15389613113279,0.228239270879676,0.00147327815844585
"71","3179",-1.30230655482474,0.244640712858681,0.00157914901117664
"72","3188",-1.22229220339528,0.225515988833539,0.00145569944842632
"73","3191",-1.16112559786753,0.274375209731151,0.00177108436316819
"74","3193",-1.1632002555283,0.227883660598314,0.00147098270395009
"75","3195",-1.15653782654675,0.224863953324521,0.00145149057731372
"76","3198",-1.13294499984151,0.244346126940368,0.00157724746725055
"77","3200",-1.04336651357628,0.266731375611261,0.00172174362608902
"78","3201",-1.34475587812823,0.264419686450345,0.00170682173671929
"79","3212",-1.13592789868319,0.226737274392284,0.00146358281280963
