"","lizard_id","trt","sex","current_enclosure","egg_id","clutch","egg_enclosure","egg_date","hatch_date","death_date","liz_status","mortality","notes","maze","group","day","batch","choice","errors","arm_chosen","obs","temp","cort","first_non_na"
"144",2961,"B_28",NA,"E123_23","EG2961","CL815_24","E017_M, E007_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",2,"O",1,15,1,0,"SW","","Hot","CORT",1
"145",3090,"A_28",NA,"E195_23","EG3090","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"Q",1,17,1,0,"SW","","Hot","Control",1
"146",2995,"B_23",NA,"E1102_23","EG2995","CL822_24","E051_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"Dented",3,"R",1,18,1,0,"SW","","Cold","CORT",1
"147",3193,"A_28",NA,"E747_23","EG3193","CL873_24","E038_F120","15/12/2023","17/1/2024",NA,"ALIVE",0,"",4,"R",1,18,1,0,"S","","Hot","Control",1
"148",2928,"A_23",NA,"E1025_23","EG2928","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"S",1,19,1,0,"NW","","Cold","Control",1
"149",2982,"A_28",NA,"E078_23","EG2982","CL820_24","E050_F120","4/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"S",1,19,1,0,"SW","","Hot","Control",1
"150",2959,"A_23",NA,"E1023_23","EG2959","CL815_24","E017_M, E007_M","1/12/2023","19/1/2024",NA,"ALIVE",0,"Might be two clutches.",4,"A",1,1,1,0,"S","","Cold","Control",1
"151",3095,"A_23",NA,"E734_23","EG3095","CL849_24","E014_F120","8/12/2023","22/1/2024",NA,"ALIVE",0,"",2,"D",1,4,1,0,"NW","","Cold","Control",1
"152",2951,"B_28",NA,"E115_23","EG2951","CL813_24","E036_F120","1/12/2023","1/1/2024",NA,"ALIVE",0,"",1,"E",1,5,1,0,"SE","","Hot","CORT",1
"153",2960,"B_23",NA,"E387_23","EG2960","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",3,"E",1,5,1,0,"SW","","Cold","CORT",1
"154",2873,"A_23",NA,"E607_23","EG2873","CL794_24","E036_F120","27/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"G",1,7,1,0,"NW","","Cold","Control",1
"155",3198,"B_28",NA,"E765_23","EG3198","CL874_24","E040_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",4,"H",1,8,1,0,"S","","Hot","CORT",1
"156",3154,"A_28",NA,"E510_23","EG3154","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",1,"J",1,10,1,0,"SE","","Hot","Control",1
"157",2958,"B_23",NA,"E493_23","EG2958","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",2,"K",1,11,1,0,"NW","","Cold","CORT",1
"158",2911,"B_23",NA,"E130_23","EG2911","CL803_24","E038_F120","29/11/2023","19/1/2024",NA,"ALIVE",0,"",3,"K",1,11,1,0,"SW","","Cold","CORT",1
"159",2904,"A_23",NA,"E044_23","EG2904","CL802_24","E014_F120","29/11/2023","17/1/2024",NA,"ALIVE",0,"",1,"L",1,12,1,0,"SE","","Cold","Control",1
"160",3155,"B_23",NA,"E368_23","EG3155","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",1,"M",1,13,1,0,"SE","","Cold","CORT",1
"161",2993,"B_28",NA,"E569_23","EG2993","CL822_24","E051_F120","4/12/2023","5/1/2024",NA,"ALIVE",0,"",2,"P",1,16,1,0,"NW","","Hot","CORT",1
"162",3090,"A_28",NA,"E195_23","EG3090","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"Q",1,17,1,0,"SW","","Hot","Control",1
"163",3031,"A_23",NA,"E720_23","EG3031","CL831_24","E033_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",4,"Q",1,17,1,0,"S","","Cold","Control",1
"164",2995,"B_23",NA,"E1102_23","EG2995","CL822_24","E051_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"Dented",3,"R",1,18,1,0,"SW","","Cold","CORT",1
"165",2926,"A_23",NA,"E268_23","EG2926","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",1,"A",1,20,1,0,"SE","","Cold","Control",1
"166",3039,"B_23",NA,"E617_23","EG3039","CL833_24","E008_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",1,"B",1,19,1,0,"SE","","Cold","CORT",1
"167",2983,"A_23",NA,"E633_23","EG2983","CL820_24","E050_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"",3,"B",1,19,1,0,"NW","","Cold","Control",1
"168",3082,"A_28",NA,"E197_23","EG3082","CL847_24","E001_F120","8/12/2023","10/1/2024",NA,"ALIVE",0,"",1,"C",1,18,1,0,"SE","","Hot","Control",1
"169",2960,"B_23",NA,"E387_23","EG2960","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",3,"E",1,16,1,0,"SW","","Cold","CORT",1
"170",3086,"A_28",NA,"E234_23","EG3086","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",2,"F",1,15,1,0,"NW","","Hot","Control",1
"171",3014,"A_28",NA,"E0154_23","EG3014","CL827_24","E019_M","4/12/2023","3/1/2024",NA,"ALIVE",0,"",4,"F",1,15,1,0,"S","","Hot","Control",1
"172",2873,"A_23",NA,"E607_23","EG2873","CL794_24","E036_F120","27/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"G",1,14,1,0,"NW","","Cold","Control",1
"173",2967,"B_23",NA,"E621_23","EG2967","CL817_24","E018_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",4,"G",1,14,1,0,"S","","Cold","CORT",1
"174",3188,"B_28",NA,"E311_23","EG3188","CL872_24","E008_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",1,"I",1,12,1,0,"SE","","Hot","CORT",1
"175",3157,"B_28",NA,"E701_23","EG3157","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",3,"I",1,12,1,0,"SW","","Hot","CORT",1
"176",3201,"A_28",NA,"E604_23","EG3201","CL874_24","E040_F120","15/12/2023","12/1/2024",NA,"ALIVE",0,"",3,"J",1,11,1,0,"SW","","Hot","Control",1
"177",3078,"A_23",NA,"E201_23","EG3078","CL846_24","E050_F120","8/12/2023","24/1/2024",NA,"ALIVE",0,"",1,"K",1,10,1,0,"SE","","Cold","Control",1
"178",3155,"B_23",NA,"E368_23","EG3155","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",1,"M",1,8,1,0,"SE","","Cold","CORT",1
"179",3102,"A_28",NA,"E066_23","EG3102","CL851_24","E012_M","8/12/2023","10/1/2024",NA,"ALIVE",0,"",2,"M",1,8,1,0,"NW","","Hot","Control",1
"180",3041,"B_28",NA,"E198_23","EG3041","CL833_24","E008_F120","4/12/2023","1/1/2024",NA,"ALIVE",0,"",4,"M",1,8,1,0,"S","","Hot","CORT",1
"181",3034,"B_23",NA,"E1021_23","EG3034","CL831_24","E033_F120","4/12/2023","19/1/2024",NA,"ALIVE",0,"Dented/dessicated",1,"O",1,6,1,0,"SE","","Cold","CORT",1
"182",2961,"B_28",NA,"E123_23","EG2961","CL815_24","E017_M, E007_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",2,"O",1,6,1,0,"NW","","Hot","CORT",1
"183",3212,"B_23",NA,"E4003_23","EG3212","CL872_24","E008_F120","15/12/2023","31/1/2024",NA,"ALIVE",0,"",3,"O",1,6,1,0,"SW","","Cold","CORT",1
"184",3200,"B_23",NA,"E370_23","EG3200","CL874_24","E040_F120","15/12/2023","2/2/2024",NA,"ALIVE",0,"",4,"O",1,6,1,0,"S","","Cold","CORT",1
"185",2993,"B_28",NA,"E569_23","EG2993","CL822_24","E051_F120","4/12/2023","5/1/2024",NA,"ALIVE",0,"",2,"P",1,5,1,0,"NW","","Hot","CORT",1
"186",2919,"B_23",NA,"E745_23","EG2919","CL806_24","E014_M","29/11/2023","15/1/2024",NA,"ALIVE",0,"",3,"P",1,5,1,0,"SW","","Cold","CORT",1
"187",3090,"A_28",NA,"E195_23","EG3090","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"Q",1,4,1,0,"SW","","Hot","Control",1
"188",3031,"A_23",NA,"E720_23","EG3031","CL831_24","E033_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",4,"Q",1,4,1,0,"S","","Cold","Control",1
"189",3193,"A_28",NA,"E747_23","EG3193","CL873_24","E038_F120","15/12/2023","17/1/2024",NA,"ALIVE",0,"",4,"R",1,3,1,0,"S","","Hot","Control",1
"190",3033,"A_28",NA,"E095_23","EG3033","CL831_24","E033_F120","4/12/2023","3/1/2024",NA,"ALIVE",0,"",1,"S",1,2,1,0,"SE","","Hot","Control",1
"191",2928,"A_23",NA,"E1025_23","EG2928","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"S",1,2,1,0,"NW","","Cold","Control",1
"192",3195,"B_28",NA,"E284_23","EG3195","CL873_24","E038_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",3,"T",1,1,1,0,"SW","","Hot","CORT",1
"193",2959,"A_23",NA,"E1023_23","EG2959","CL815_24","E017_M, E007_M","1/12/2023","19/1/2024",NA,"ALIVE",0,"Might be two clutches.",4,"A",1,1,1,0,"S","","Cold","Control",1
"194",3039,"B_23",NA,"E617_23","EG3039","CL833_24","E008_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",1,"B",1,2,1,0,"SE","","Cold","CORT",1
"195",3029,"A_28",NA,"E773_23","EG3029","CL831_24","E033_F120","4/12/2023","1/1/2024",NA,"ALIVE",0,"",2,"B",1,2,1,0,"NW","","Hot","Control",1
"196",3099,"B_28",NA,"E158_23","EG3099","CL851_24","E012_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",1,"D",1,4,1,0,"SE","","Hot","CORT",1
"197",2951,"B_28",NA,"E115_23","EG2951","CL813_24","E036_F120","1/12/2023","1/1/2024",NA,"ALIVE",0,"",1,"E",1,5,1,0,"SE","","Hot","CORT",1
"198",3079,"A_28",NA,"E820_23","EG3079","CL846_24","E050_F120","8/12/2023","8/1/2024",NA,"ALIVE",0,"",1,"F",1,6,1,0,"SE","","Hot","Control",1
"199",2968,"A_23",NA,"E490_23","EG2968","CL817_24","E018_M","1/12/2023","19/1/2024",NA,"ALIVE",0,"Might be two clutches.",1,"G",1,7,1,0,"SE","","Cold","Control",1
"200",2873,"A_23",NA,"E607_23","EG2873","CL794_24","E036_F120","27/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"G",1,7,1,0,"NW","","Cold","Control",1
"201",2925,"B_28",NA,"E884_23","EG2925","CL807_24","E011_M/E024_M","29/11/2023","1/1/2024",NA,"ALIVE",0,"",1,"H",1,8,1,0,"SE","","Hot","CORT",1
"202",3109,"A_28",NA,"E464_23","EG3109","CL852_24","E042_F120","11/12/2023","12/1/2024",NA,"ALIVE",0,"",4,"I",1,9,1,0,"S","","Hot","Control",1
"203",2904,"A_23",NA,"E044_23","EG2904","CL802_24","E014_F120","29/11/2023","17/1/2024",NA,"ALIVE",0,"",1,"L",1,12,1,0,"SE","","Cold","Control",1
"204",3102,"A_28",NA,"E066_23","EG3102","CL851_24","E012_M","8/12/2023","10/1/2024",NA,"ALIVE",0,"",2,"M",1,13,1,0,"NW","","Hot","Control",1
"205",3200,"B_23",NA,"E370_23","EG3200","CL874_24","E040_F120","15/12/2023","2/2/2024",NA,"ALIVE",0,"",4,"O",1,15,1,0,"S","","Cold","CORT",1
"206",3038,"A_23",NA,"E133_23","EG3038","CL833_24","E008_F120","4/12/2023","19/1/2024",NA,"ALIVE",0,"",2,"Q",1,17,1,0,"NW","","Cold","Control",1
"207",3090,"A_28",NA,"E195_23","EG3090","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"Q",1,17,1,0,"SW","","Hot","Control",1
"208",3100,"B_23",NA,"E625_23","EG3100","CL851_24","E012_M","8/12/2023","28/1/2024",NA,"ALIVE",0,"",1,"R",1,18,1,0,"SE","","Cold","CORT",1
"209",2981,"B_23",NA,"E837_23","EG2981","CL820_24","E050_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"",2,"R",1,18,1,0,"NW","","Cold","CORT",1
"210",3176,"B_28",NA,"E524_23","EG3176","CL869_24","E053_F120","15/12/2023","10/1/2024",NA,"ALIVE",0,"",2,"T",1,20,1,0,"NW","","Hot","CORT",1
"211",2926,"A_23",NA,"E268_23","EG2926","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",1,"A",1,20,1,0,"SE","","Cold","Control",1
"212",2908,"A_23",NA,"E448_23","EG2908","CL803_24","E038_F120","29/11/2023","19/1/2024",NA,"ALIVE",0,"",3,"A",1,20,1,0,"SW","","Cold","Control",1
"213",3029,"A_28",NA,"E773_23","EG3029","CL831_24","E033_F120","4/12/2023","1/1/2024",NA,"ALIVE",0,"",2,"B",1,19,1,0,"NW","","Hot","Control",1
"214",2931,"B_28",NA,"E178_23","EG2931","CL808_24","E013_M","29/11/2023","1/1/2024",NA,"ALIVE",0,"",3,"D",1,17,1,0,"SW","","Hot","CORT",1
"215",3159,"A_28",NA,"E169_23","EG3159","CL865_24","E018_M","13/12/2023","10/1/2024",NA,"ALIVE",0,"",3,"F",1,15,1,0,"SW","","Hot","Control",1
"216",3078,"A_23",NA,"E201_23","EG3078","CL846_24","E050_F120","8/12/2023","24/1/2024",NA,"ALIVE",0,"",1,"K",1,10,1,0,"SE","","Cold","Control",1
"217",2911,"B_23",NA,"E130_23","EG2911","CL803_24","E038_F120","29/11/2023","19/1/2024",NA,"ALIVE",0,"",3,"K",1,10,1,0,"SW","","Cold","CORT",1
"218",3025,"A_23",NA,"E098_23","EG3025","CL830_24","E015_M","4/12/2023","19/1/2024",NA,"ALIVE",0,"",4,"K",1,10,1,0,"S","","Cold","Control",1
"219",2953,"B_23",NA,"E157_23","EG2953","CL813_24","E036_F120","1/12/2023","17/1/2024",NA,"ALIVE",0,"",2,"L",1,9,1,0,"NW","","Cold","CORT",1
"220",3102,"A_28",NA,"E066_23","EG3102","CL851_24","E012_M","8/12/2023","10/1/2024",NA,"ALIVE",0,"",2,"M",1,8,1,0,"NW","","Hot","Control",1
"221",2961,"B_28",NA,"E123_23","EG2961","CL815_24","E017_M, E007_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",2,"O",1,6,1,0,"NW","","Hot","CORT",1
"222",3212,"B_23",NA,"E4003_23","EG3212","CL872_24","E008_F120","15/12/2023","31/1/2024",NA,"ALIVE",0,"",3,"O",1,6,1,0,"SW","","Cold","CORT",1
"223",2919,"B_23",NA,"E745_23","EG2919","CL806_24","E014_M","29/11/2023","15/1/2024",NA,"ALIVE",0,"",3,"P",1,5,1,0,"SW","","Cold","CORT",1
"224",3038,"A_23",NA,"E133_23","EG3038","CL833_24","E008_F120","4/12/2023","19/1/2024",NA,"ALIVE",0,"",2,"Q",1,4,1,0,"NW","","Cold","Control",1
"225",2981,"B_23",NA,"E837_23","EG2981","CL820_24","E050_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"",2,"R",1,3,1,0,"NW","","Cold","CORT",1
"226",2995,"B_23",NA,"E1102_23","EG2995","CL822_24","E051_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"Dented",3,"R",1,3,1,0,"SW","","Cold","CORT",1
"227",2982,"A_28",NA,"E078_23","EG2982","CL820_24","E050_F120","4/12/2023","8/1/2024",NA,"ALIVE",0,"",3,"S",1,2,1,0,"SW","","Hot","Control",1
"228",3195,"B_28",NA,"E284_23","EG3195","CL873_24","E038_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",3,"T",1,1,1,0,"SW","","Hot","CORT",1
"229",3039,"B_23",NA,"E617_23","EG3039","CL833_24","E008_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",1,"B",1,19,1,0,"SE","","Cold","CORT",1
"230",3029,"A_28",NA,"E773_23","EG3029","CL831_24","E033_F120","4/12/2023","1/1/2024",NA,"ALIVE",0,"",2,"B",1,19,1,0,"NW","","Hot","Control",1
"231",3082,"A_28",NA,"E197_23","EG3082","CL847_24","E001_F120","8/12/2023","10/1/2024",NA,"ALIVE",0,"",1,"C",1,18,1,0,"SE","","Hot","Control",1
"232",3051,"B_28",NA,"E296_23","EG3051","CL836_24","E008_F120","6/12/2023","5/1/2024",NA,"ALIVE",0,"",3,"C",1,18,1,0,"SW","","Hot","CORT",1
"233",3179,"B_28",NA,"E262_23","EG3179","CL869_24","E053_F120","15/12/2023","12/1/2024",NA,"ALIVE",0,"",4,"C",1,18,1,0,"S","","Hot","CORT",1
"234",2960,"B_23",NA,"E387_23","EG2960","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",3,"E",1,16,1,0,"SW","","Cold","CORT",1
"235",3079,"A_28",NA,"E820_23","EG3079","CL846_24","E050_F120","8/12/2023","8/1/2024",NA,"ALIVE",0,"",1,"F",1,15,1,0,"SE","","Hot","Control",1
"236",3159,"A_28",NA,"E169_23","EG3159","CL865_24","E018_M","13/12/2023","10/1/2024",NA,"ALIVE",0,"",3,"F",1,15,1,0,"SW","","Hot","Control",1
"237",3191,"B_28",NA,"E694_23","EG3191","CL872_24","E008_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",2,"H",1,13,1,0,"NW","","Hot","CORT",1
"238",3198,"B_28",NA,"E765_23","EG3198","CL874_24","E040_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",4,"H",1,13,1,0,"S","","Hot","CORT",1
"239",3188,"B_28",NA,"E311_23","EG3188","CL872_24","E008_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",1,"I",1,12,1,0,"SE","","Hot","CORT",1
"240",3109,"A_28",NA,"E464_23","EG3109","CL852_24","E042_F120","11/12/2023","12/1/2024",NA,"ALIVE",0,"",4,"I",1,12,1,0,"S","","Hot","Control",1
"241",2971,"A_23",NA,"E488_23","EG2971","CL817_24","E018_M","1/12/2023","19/1/2024",NA,"ALIVE",0,"Might be two clutches.",2,"J",1,11,1,0,"NW","","Cold","Control",1
"242",3025,"A_23",NA,"E098_23","EG3025","CL830_24","E015_M","4/12/2023","19/1/2024",NA,"ALIVE",0,"",4,"K",1,10,1,0,"S","","Cold","Control",1
"243",2851,"B_23",NA,"E667_23","EG2851","CL786_24","E004_F120","24/11/2023","17/1/2024",NA,"ALIVE",0,"",4,"N",1,7,1,0,"S","","Cold","CORT",1
"244",2961,"B_28",NA,"E123_23","EG2961","CL815_24","E017_M, E007_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",2,"O",1,6,1,0,"NW","","Hot","CORT",1
"245",2993,"B_28",NA,"E569_23","EG2993","CL822_24","E051_F120","4/12/2023","5/1/2024",NA,"ALIVE",0,"",2,"P",1,5,1,0,"NW","","Hot","CORT",1
"246",2919,"B_23",NA,"E745_23","EG2919","CL806_24","E014_M","29/11/2023","15/1/2024",NA,"ALIVE",0,"",3,"P",1,5,1,0,"SW","","Cold","CORT",1
"247",3038,"A_23",NA,"E133_23","EG3038","CL833_24","E008_F120","4/12/2023","19/1/2024",NA,"ALIVE",0,"",2,"Q",1,4,1,0,"NW","","Cold","Control",1
"248",3031,"A_23",NA,"E720_23","EG3031","CL831_24","E033_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",4,"Q",1,4,1,0,"S","","Cold","Control",1
"249",2981,"B_23",NA,"E837_23","EG2981","CL820_24","E050_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"",2,"R",1,3,1,0,"NW","","Cold","CORT",1
"250",3193,"A_28",NA,"E747_23","EG3193","CL873_24","E038_F120","15/12/2023","17/1/2024",NA,"ALIVE",0,"",4,"R",1,3,1,0,"S","","Hot","Control",1
"251",3195,"B_28",NA,"E284_23","EG3195","CL873_24","E038_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",3,"T",1,1,1,0,"SW","","Hot","CORT",1
"252",3103,"B_23",NA,"E2001_23","EG3103","CL851_24","E012_M","8/12/2023","26/1/2024",NA,"ALIVE",0,"",4,"T",1,1,1,0,"S","","Cold","CORT",1
"253",3158,"B_23",NA,"E3001_23","EG3158","CL865_24","E018_M","13/12/2023","28/1/2024",NA,"ALIVE",0,"",2,"A",1,1,1,0,"NW","","Cold","CORT",1
"254",2983,"A_23",NA,"E633_23","EG2983","CL820_24","E050_F120","4/12/2023","24/1/2024",NA,"ALIVE",0,"",3,"B",1,2,1,0,"SW","","Cold","Control",1
"255",3095,"A_23",NA,"E734_23","EG3095","CL849_24","E014_F120","8/12/2023","22/1/2024",NA,"ALIVE",0,"",2,"D",1,4,1,0,"NW","","Cold","Control",1
"256",2960,"B_23",NA,"E387_23","EG2960","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",3,"E",1,5,1,0,"SW","","Cold","CORT",1
"257",3098,"A_28",NA,"E185_23","EG3098","CL850_24","E028_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",4,"E",1,5,1,0,"S","","Hot","Control",1
"258",3086,"A_28",NA,"E234_23","EG3086","CL848_24","E011_M/E024_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",2,"F",1,6,1,0,"NW","","Hot","Control",1
"259",2967,"B_23",NA,"E621_23","EG2967","CL817_24","E018_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",4,"G",1,7,1,0,"S","","Cold","CORT",1
"260",3191,"B_28",NA,"E694_23","EG3191","CL872_24","E008_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",2,"H",1,8,1,0,"NW","","Hot","CORT",1
"261",2970,"B_28",NA,"E168_23","EG2970","CL817_24","E018_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",3,"H",1,8,1,0,"SW","","Hot","CORT",1
"262",2922,"A_23",NA,"E660_23","EG2922","CL807_24","E011_M/E024_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",4,"J",1,10,1,0,"S","","Cold","Control",1
"263",3078,"A_23",NA,"E201_23","EG3078","CL846_24","E050_F120","8/12/2023","24/1/2024",NA,"ALIVE",0,"",1,"K",1,11,1,0,"SE","","Cold","Control",1
"264",2911,"B_23",NA,"E130_23","EG2911","CL803_24","E038_F120","29/11/2023","19/1/2024",NA,"ALIVE",0,"",3,"K",1,11,1,0,"SW","","Cold","CORT",1
"265",3155,"B_23",NA,"E368_23","EG3155","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",1,"M",1,13,1,0,"SE","","Cold","CORT",1
"266",3034,"B_23",NA,"E1021_23","EG3034","CL831_24","E033_F120","4/12/2023","19/1/2024",NA,"ALIVE",0,"Dented/dessicated",1,"O",1,15,1,0,"SE","","Cold","CORT",1
"267",2961,"B_28",NA,"E123_23","EG2961","CL815_24","E017_M, E007_M","1/12/2023","1/1/2024",NA,"ALIVE",0,"Might be two clutches. Where?",2,"O",1,15,1,0,"NW","","Hot","CORT",1
"268",3212,"B_23",NA,"E4003_23","EG3212","CL872_24","E008_F120","15/12/2023","31/1/2024",NA,"ALIVE",0,"",3,"O",1,15,1,0,"SW","","Cold","CORT",1
"269",3200,"B_23",NA,"E370_23","EG3200","CL874_24","E040_F120","15/12/2023","2/2/2024",NA,"ALIVE",0,"",4,"O",1,15,1,0,"S","","Cold","CORT",1
"270",2919,"B_23",NA,"E745_23","EG2919","CL806_24","E014_M","29/11/2023","15/1/2024",NA,"ALIVE",0,"",3,"P",1,16,1,0,"SW","","Cold","CORT",1
"271",3065,"A_23",NA,"E055_23","EG3065","CL842_24","E010_F120","6/12/2023","22/1/2024",NA,"ALIVE",0,"",1,"Q",1,17,1,0,"SE","","Cold","Control",1
"272",3031,"A_23",NA,"E720_23","EG3031","CL831_24","E033_F120","4/12/2023","22/1/2024",NA,"ALIVE",0,"",4,"Q",1,17,1,0,"S","","Cold","Control",1
"273",3193,"A_28",NA,"E747_23","EG3193","CL873_24","E038_F120","15/12/2023","17/1/2024",NA,"ALIVE",0,"",4,"R",1,18,1,0,"S","","Hot","Control",1
"274",2928,"A_23",NA,"E1025_23","EG2928","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",2,"S",1,19,1,0,"NW","","Cold","Control",1
"275",3081,"B_28",NA,"E555_23","EG3081","CL846_24","E050_F120","8/12/2023","8/1/2024",NA,"ALIVE",0,"",4,"S",1,19,1,0,"S","","Hot","CORT",1
"276",3103,"B_23",NA,"E2001_23","EG3103","CL851_24","E012_M","8/12/2023","26/1/2024",NA,"ALIVE",0,"",4,"T",1,20,1,0,"S","","Cold","CORT",1
"277",2926,"A_23",NA,"E268_23","EG2926","CL808_24","E013_M","29/11/2023","19/1/2024",NA,"ALIVE",0,"",1,"A",1,20,1,0,"SW","","Cold","Control",1
"278",3042,"A_23",NA,"E1101_23","EG3042","CL834_24","E027_F120","6/12/2023","24/1/2024",NA,"ALIVE",0,"",4,"B",1,19,1,0,"S","","Cold","Control",1
"279",2984,"A_28",NA,"E564_23","EG2984","CL820_24","E050_F120","4/12/2023","5/1/2024",NA,"ALIVE",0,"",2,"C",1,18,1,0,"NW","","Hot","Control",1
"280",3179,"B_28",NA,"E262_23","EG3179","CL869_24","E053_F120","15/12/2023","12/1/2024",NA,"ALIVE",0,"",4,"C",1,18,1,0,"S","","Hot","CORT",1
"281",2960,"B_23",NA,"E387_23","EG2960","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",3,"E",1,16,1,0,"SW","","Cold","CORT",1
"282",3098,"A_28",NA,"E185_23","EG3098","CL850_24","E028_M","8/12/2023","8/1/2024",NA,"ALIVE",0,"",4,"E",1,16,1,0,"S","","Hot","Control",1
"283",3079,"A_28",NA,"E820_23","EG3079","CL846_24","E050_F120","8/12/2023","8/1/2024",NA,"ALIVE",0,"",1,"F",1,15,1,0,"SE","","Hot","Control",1
"284",2968,"A_23",NA,"E490_23","EG2968","CL817_24","E018_M","1/12/2023","19/1/2024",NA,"ALIVE",0,"Might be two clutches.",1,"G",1,14,1,0,"SE","","Cold","Control",1
"285",3188,"B_28",NA,"E311_23","EG3188","CL872_24","E008_F120","15/12/2023","15/1/2024",NA,"ALIVE",0,"",1,"I",1,12,1,0,"SE","","Hot","CORT",1
"286",3157,"B_28",NA,"E701_23","EG3157","CL865_24","E018_M","13/12/2023","12/1/2024",NA,"ALIVE",0,"",3,"I",1,12,1,0,"SW","","Hot","CORT",1
"287",3078,"A_23",NA,"E201_23","EG3078","CL846_24","E050_F120","8/12/2023","24/1/2024",NA,"ALIVE",0,"",1,"K",1,10,1,0,"SE","","Cold","Control",1
"288",2958,"B_23",NA,"E493_23","EG2958","CL815_24","E017_M, E007_M","1/12/2023","22/1/2024",NA,"ALIVE",0,"Might be two clutches.",2,"K",1,10,1,0,"NW","","Cold","CORT",1
"289",2911,"B_23",NA,"E130_23","EG2911","CL803_24","E038_F120","29/11/2023","19/1/2024",NA,"ALIVE",0,"",3,"K",1,10,1,0,"SW","","Cold","CORT",1
"290",2952,"A_23",NA,"E1026_23","EG2952","CL813_24","E036_F120","1/12/2023","19/1/2024",NA,"ALIVE",0,"",3,"L",1,9,1,0,"SW","","Cold","Control",1
