experiment,plate,specimen,tube,tube.no,.no,n,min,median,max,geo.mean,arith.mean,sd,se,r.sd,r.se,comp
olfactory bulb,3,Specimen_029,OB,2,44,2898,2.0091108178128376,2.5477067708856884,3.162271597995239,2.550509601872401,2.610366349360324,0.22923762909752698,0.004258304539949384,0.35733548399162757,0.006637842660286761,0.7718336366729438
olfactory bulb,3,Specimen_030,OB,1,47,2404,2.840262964417612,3.339206870947132,3.916005748353494,3.3511914981403006,3.403138469032518,0.21143770213285476,0.004312361882966184,0.3437576726774608,0.007011083972620892,1.5743674759374306
olfactory bulb,3,Specimen_030,OB,2,48,2569,1.9517259917175929,2.476570792603189,2.98938753750251,2.4765745558062,2.526864004016121,0.21093902057677497,0.0041617393136976705,0.3376907103401831,0.006662497537205163,0.6960874369961908
olfactory bulb,3,OB_Controls,H42,Pos,5,1921,1.300160558531638,2.041471657478919,2.7716830040525147,2.0390168593378286,2.151095594688009,0.3207124317365262,0.007317321084623047,0.5045884642838568,0.011512605821888124,0.25957756288837086
olfactory bulb,3,Specimen_031,OB,1,51,1092,3.3757989081166215,4.023360919639669,4.595669019976299,4.023673290902495,4.0848873074088115,0.23352842135644503,0.007066891513280085,0.35682071724579256,0.010797886115189172,2.2423126564767477
olfactory bulb,3,Specimen_031,OB,2,52,1022,2.9180985203250316,3.747492598043032,4.3376110194461335,3.723745526058804,3.7989347039699553,0.27629906571952767,0.008642790153727768,0.32323460995405834,0.010110960371798056,1.9403903722445417
olfactory bulb,3,Specimen_032,OB,1,55,314,1.6321535113348777,2.5106808409359385,3.1424645507189615,2.489992539661837,2.5811458271219982,0.29465795941277395,0.016628510648470762,0.4381004839356316,0.02472344061820727,0.7099902858622266
olfactory bulb,3,Specimen_032,OB,2,56,321,2.5138565963795907,3.6589734458035013,4.587710307474685,3.7005676553987312,3.817229807233393,0.31636725080546146,0.017657898022170947,0.18984789894431617,0.01059627641845753,1.9187453872836786
olfactory bulb,4,OB_Controls,Neg,Ctrl,1,3027,1.0519239336862336,1.8765642263111522,2.6105004731424413,1.8565370591046981,1.997563189992438,0.3646550008465423,0.006627900245115176,0.5874011492763335,0.01067649206025269,1.8334815903843298
olfactory bulb,4,Specimen_033,OB,1,11,771,2.2203957798273595,3.9136681804159865,4.836698165590873,3.7457000980137516,4.069015791338405,0.6177389287936835,0.022247324097595646,1.0027902291786266,0.03611460795259377,1.9156072909171438
olfactory bulb,4,Specimen_033,OB,2,12,763,2.2078228269263342,3.8991127103689176,4.854761356693636,3.7296617860961523,4.057743977934651,0.6117971614170439,0.022148544346488143,0.9390119487972401,0.03399451501482323,1.8980752082435965
olfactory bulb,4,Specimen_034,OB,1,15,3656,2.2183254158503414,2.76877124919252,3.366604103495562,2.776740232764062,2.837596818564006,0.23064897348782754,0.003814594977044331,0.3706620425377936,0.006130205325714486,0.9450909401604122
olfactory bulb,4,Specimen_034,OB,2,16,3370,3.5189348955457262,4.114736228346915,4.68673001838442,4.129817786926778,4.187453989897409,0.2225954357216544,0.0038344343322196566,0.3482483008388304,0.005998933610405864,2.294923010393742
olfactory bulb,4,Specimen_035,OB,1,19,2038,3.3412445487561215,4.081814840970594,4.68981746534413,4.094510934673797,4.17485602326706,0.26581653408666056,0.005888164047957967,0.41977844870068237,0.009298610330014697,2.2612721748365883
olfactory bulb,4,OB_Controls,DR,Pos,2,1747,1.0203613031983998,1.8579352555282946,2.671607846398609,1.8550497598414293,2.013667712104083,0.38188831034933723,0.009136711508228,0.6064366517552023,0.01450905038186286,0.027928747482896473
olfactory bulb,4,Specimen_035,OB,2,20,2150,3.2123927186791708,4.058058598414995,4.72582453634495,4.06289057914285,4.153036715209205,0.2888467450863021,0.006229429110688521,0.40523879667053153,0.008739604650921544,2.2286058221162675
olfactory bulb,4,Specimen_036,OB,1,23,2190,3.703553620789212,4.450742339122026,4.99180207545115,4.449153960234877,4.5174668986662105,0.251400530524074,0.005372100545261172,0.37471155371730874,0.0080070958396313,2.6150989465220125
olfactory bulb,4,Specimen_036,OB,2,24,1787,3.505217831531809,4.390209642952336,4.996299425634517,4.3829885553984225,4.469810567975637,0.28681826442089786,0.0067849168117089615,0.40055140156999985,0.009475365677820707,2.549647624368627
olfactory bulb,4,Specimen_037,OB,1,27,686,3.080402791066886,3.9111067948593563,4.497240195017244,3.8925271073430956,3.9699098247657263,0.2705280474154718,0.010328808846343176,0.4199275409225848,0.016032908014314347,2.062135522313601
olfactory bulb,4,Specimen_037,OB,2,28,1134,3.08239398232221,4.006234884322015,4.621388612395736,3.9779510039099386,4.040391751779057,0.24222835977816137,0.007193139140080107,0.3326537602543471,0.00987838412137941,2.146063333533497
olfactory bulb,4,OB_Controls,MTO,Pos,3,2613,1.0519239336862336,1.8855873786124828,2.634235378135079,1.876494973675252,2.0138727988287544,0.3582238624000612,0.007007850160369755,0.5675673332988782,0.011103187825151701,0.049525722451453404
olfactory bulb,4,Specimen_038,OB,1,31,2930,3.2646596728187918,4.222223610004175,4.961535400221887,4.215691072864381,4.344344437838722,0.3516782145361968,0.006496981882118486,0.4778898606785402,0.008828644022125045,2.3836250989417076
olfactory bulb,4,Specimen_038,OB,2,32,5044,2.047664218353559,2.6929966620056454,3.351444589952655,2.7031377436827286,2.776360889428101,0.253723316046377,0.00357250495514756,0.40410901885764766,0.005689983462240737,0.8727871482988835
olfactory bulb,4,Specimen_039,OB,1,35,798,4.002566908706352,4.406987792940437,4.839626554542644,4.414791186522641,4.452066211085158,0.17947399344509785,0.006353310498443931,0.28516018377622576,0.010094561081229348,2.58371912974018
olfactory bulb,4,Specimen_039,OB,2,36,1265,3.688212407712326,4.2911016794721215,4.790418605937633,4.299031710696815,4.351022044948836,0.21377101299194423,0.006010402444589749,0.3325715648635,0.009350608010319644,2.4647038504253094
olfactory bulb,4,Specimen_040,OB,1,39,4330,3.580157159971012,4.298644293020571,4.86823089231337,4.313835082038652,4.387324372712595,0.25533883031294696,0.003880368017402637,0.4025393985356509,0.006117365721100166,2.4827484579527335
olfactory bulb,4,OB_Controls,SOX,Pos,4,1884,1.0203613031983998,1.8719813609622713,2.649110856450235,1.8665809177219135,2.0192786038241683,0.3774927167486677,0.008696973117146341,0.6028753313156635,0.013889514464285421,0.03720135307354706
olfactory bulb,4,Specimen_040,OB,2,40,4390,3.522452066203211,4.253973592596425,4.83621321322003,4.26072794060001,4.339303315001343,0.26519911619832287,0.004002578076717719,0.39528498285027713,0.005965928654260969,2.429144924003009
olfactory bulb,4,Specimen_041,OB,1,43,3068,3.476296769208199,4.292188485710515,4.90691334826983,4.295252948501772,4.387123806831367,0.2931821808429661,0.00529309749422671,0.4176993658364699,0.007541124976600528,2.466039975898974
olfactory bulb,4,Specimen_041,OB,2,44,2727,3.425935066783397,4.2832738812153055,4.929077023763157,4.284503670011636,4.381069809121203,0.3022518932744554,0.005787972525694397,0.4322501772816836,0.008277374620317586,2.4503873697838654
olfactory bulb,4,Specimen_042,OB,1,47,1568,3.268744095888678,4.0866191024345655,4.63301253855129,4.067243410169254,4.146025867252008,0.273416655904191,0.00690481326711437,0.3856533503263078,0.009739217828680124,2.234981636154304
olfactory bulb,4,Specimen_042,OB,2,48,1876,3.3328766067898434,3.999881207101173,4.561170355231688,4.003407698477291,4.065238133902993,0.23372583354845322,0.005396228114281698,0.3619353781461343,0.008356311467386243,2.1716716349423804
olfactory bulb,4,OB_Controls,H42,Pos,5,1739,1.0519239336862336,1.8944268700757272,2.670143776909733,1.8802377369809837,2.025914245007326,0.36718516561622794,0.0088051211590103335,0.5853145365311823,0.01403587588196201,0.04251104066451969
olfactory bulb,4,Specimen_043,OB,1,51,1561,3.36245421785941,4.171074397007243,4.793111897155985,4.178781052397079,4.254622749783443,0.26237127985444386,0.006640715004207764,0.39561736800771896,0.010013223219826232,2.347047918433887
olfactory bulb,4,Specimen_043,OB,2,52,1276,3.3721734409558066,4.190619645097249,4.7785621936629035,4.188911860915762,4.261957453482109,0.258460173757443,0.007235495783357059,0.3716623705474735,0.010404548893681505,2.356851729569434
olfactory bulb,4,Specimen_044,OB,1,55,2579,3.4629158414374333,4.252719568036186,4.866302710842602,4.2650609768359145,4.353913385218292,0.2841420696426106,0.005595125964988567,0.4286669310670775,0.008441007976615698,2.4283556148010907
olfactory bulb,4,Specimen_044,OB,2,56,4594,3.4352278492274926,4.114498931764263,4.675787503908279,4.127707416399647,4.199317270796557,0.2504141783821744,0.0036945659166889963,0.3985269821896477,0.005879795684059421,2.293644874081642
olfactory bulb,5,OB_Controls,Neg,Ctrl,1,1199,0.94939001129857,1.7318304227457215,2.473121863290729,1.725879921158939,1.8586094448574224,0.34766758736044717,0.010040483164137881,0.556343679765922,0.016066954623448888,1.7329429857026768
olfactory bulb,5,Specimen_045,OB,1,11,1059,2.6708764427419203,3.994858926430219,4.93792187751471,3.923884228376892,4.160849401282581,0.4931520320563186,0.015154194148927122,0.7743510238058862,0.023795229445257103,2.190111310073483
olfactory bulb,5,Specimen_045,OB,2,12,1520,2.842734026563102,4.095810134160381,4.974101037398918,3.995610275560649,4.186128842676442,0.44944514376781236,0.011528024698889383,0.6260852339180452,0.016058747414002105,2.26201979929626
olfactory bulb,5,Specimen_046,OB,1,15,3042,2.8387735577674365,3.850214481324133,4.912131970620466,3.8673482615504695,4.113674911183651,0.4738645640494527,0.008591611451368593,0.8534166373191838,0.015473248498097829,2.1377186046018046
olfactory bulb,5,Specimen_046,OB,2,16,3534,2.8920611954971305,3.912683480322399,4.82535287714363,3.8699703406906276,4.058899226710034,0.4244077784493917,0.007139208445570174,0.705729716125654,0.011871487294747842,2.1384506498085547
olfactory bulb,5,Specimen_047,OB,1,19,1430,2.546246464668612,3.9202726057539916,4.836358241460587,3.8780170626972446,4.146605097749583,0.5195456246268239,0.013739017382970444,0.9382481018555565,0.024811308901295247,2.1497647142792347
olfactory bulb,5,OB_Controls,DR,Pos,2,2503,1.0203613031983998,1.762528530461453,2.4566544583532925,1.7473447500670929,1.8680559968628734,0.3345881624102332,0.006687751800198133,0.5345995172532877,0.010685580918765881,0.01165997314714685
olfactory bulb,5,Specimen_047,OB,2,20,1336,2.477714390592169,3.9384574465902835,4.9253039113287285,3.9327717962581135,4.20937590720329,0.5286939378546022,0.014464422591356756,0.8472345466006329,0.023179305905713477,2.2065770485618
olfactory bulb,5,Specimen_048,OB,1,23,1028,2.025592567602158,3.7597136301592964,4.993766062930169,3.812522972671878,4.221550340008737,0.6645888294567426,0.02072795608969458,1.2138477108005912,0.03785886992656505,2.0704359199002167
olfactory bulb,5,Specimen_048,OB,2,24,1222,2.6163494660525846,3.9831766907687376,4.992396027155922,4.009749816361055,4.322820652609037,0.5663075789327036,0.016200065515734555,1.0468116297012273,0.02994559425772399,2.285382043132561
olfactory bulb,5,Specimen_049,OB,1,27,1337,2.3808802822130635,3.8293018564521297,4.998284546175787,3.8247884393127993,4.175098418060123,0.5941302348242786,0.01624860009923949,1.0532005020017328,0.028803505996300334,2.1068569637795522
olfactory bulb,5,Specimen_049,OB,2,28,524,3.5085283710045507,4.468399951990191,4.995887465874654,4.466802557186294,4.556435213021934,0.29347677862407767,0.012820592600983501,0.46186209679144535,0.020176539379232937,2.736210479177504
olfactory bulb,5,OB_Controls,MTO,Pos,3,3285,1.2643455322882067,2.3663669178931284,3.4069997700692474,2.3578615629082273,2.6001177647155136,0.48099791682386617,0.00839219387938898,0.8139058891496339,0.014200593770599235,0.6213671818679213
olfactory bulb,5,Specimen_050,OB,1,31,1133,2.490099013638922,4.308678565920453,4.9949339381893,4.122393930371258,4.376324494224403,0.5212470029770184,0.015485620643075843,0.9471020713477869,0.028137261803709242,2.40587516617104
olfactory bulb,5,Specimen_050,OB,2,32,589,2.349821267143347,3.6121467764820094,4.807179206494878,3.7351255519945794,4.039564237327995,0.5349269169078916,0.022041279625412104,0.8699540943506571,0.03584583397989053,2.0208457673965596
olfactory bulb,5,Specimen_051,OB,1,35,500,2.823076279226488,4.316359729986969,4.997249963266357,4.192157611449414,4.4098907097846824,0.5021135543896547,0.022455200800786113,0.7145834614474963,0.03195714390787404,2.4636801765517986
olfactory bulb,5,Specimen_051,OB,2,36,933,2.1723986100195947,3.9256802411209497,4.993905234279551,3.7935626116937495,4.120276450734862,0.6037563225125901,0.019766094612257493,1.0208469860402387,0.033421029906131515,2.066932070516776
olfactory bulb,5,Specimen_052,OB,1,39,398,1.7381460984003754,3.301563038765468,4.503193559230794,3.3135377788442373,3.6123318338697974,0.5407711750474756,0.027106409696578456,0.7770476529434843,0.038949879369220494,1.5873458760505135
olfactory bulb,5,OB_Controls,SOX,Pos,4,2326,1.0203613031983998,1.7856145314607244,2.493416224569206,1.7721109854219637,1.889440172527729,0.3310456467230593,0.0068640908981633985,0.5317625665978273,0.011025870992412314,0.03993091656180054
olfactory bulb,5,Specimen_052,OB,2,40,578,1.2826221146064944,3.1158193352205927,4.521850065257026,3.0112064035413364,3.4929765829121293,0.7426640914428181,0.030890753835468406,0.9242434448001876,0.03844345925208395,1.2721079229792978
olfactory bulb,5,Specimen_053,OB,1,43,398,1.3639878455129564,3.063539892071983,4.500340936275556,2.960559473474817,3.4472565152608126,0.734470747544223,0.03681569194463464,1.0238219424837665,0.05131955679197459,1.223112168138229
olfactory bulb,5,Specimen_053,OB,2,44,481,1.2253092866565234,2.7447466167925696,4.231724134580231,2.5832686543468264,3.0514862296587677,0.686155802897814,0.03128601162816041,1.1841463917889195,0.05399242799739113,0.8501026124099392
olfactory bulb,5,Specimen_054,OB,1,47,1555,2.404491622980757,4.07050039362316,4.987621407574279,3.9544302256159183,4.251485275463826,0.5650257899784396,0.01432857741598104,0.9466731126331672,0.024006831586412494,2.222606213991195
olfactory bulb,5,Specimen_054,OB,2,48,695,2.988683800512398,4.338870684313583,4.995454303712549,4.227806363077038,4.433608065442763,0.4790620067887421,0.018171857692931892,0.7132056275106151,0.027053431466620856,2.498695767031868
olfactory bulb,5,OB_Controls,H42,Pos,5,1517,1.0203613031983998,1.79119925936022,2.581813172231255,1.7876513432178562,1.9181622336066286,0.34552055927367736,0.008871174122422913,0.5440383724075576,0.013968080918404213,0.05516659079206166
olfactory bulb,5,Specimen_055,OB,1,51,1013,3.2434448577021593,4.447111830566994,4.9959775052433715,4.403256986205319,4.51744597701512,0.3609998466298343,0.011342330417331218,0.4159408271040216,0.013068532685304356,2.671011982435599
olfactory bulb,5,Specimen_055,OB,2,52,1888,2.083072418852234,2.671607846398609,3.268559262173076,2.6745508483419735,2.7397177657732352,0.23897346294689933,0.005499822608504525,0.37833118814445726,0.008707052224127562,0.9422847880109789
olfactory bulb,5,Specimen_056,OB,1,55,1439,2.990791572582564,4.136757992980785,4.858698073273396,4.086955079244876,4.286391265211589,0.4355734792963816,0.011482356646313112,0.9126783767084276,0.024059542471853455,2.353199522028777
olfactory bulb,5,Specimen_056,OB,2,56,1200,3.1015477626215064,4.285866241337667,4.935018795672219,4.185711387404155,4.367656610896547,0.424792780276705,0.012262711302128257,0.8403707076215551,0.024259412713219054,2.4581968590070997
olfactory bulb,6,OB_Controls,Neg,Ctrl,1,2188,0.9763499475136889,1.6739419705543923,2.3199384272913512,1.6506926871798784,1.7585738686717802,0.31610880734514024,0.006757918305049122,0.500200651182451,0.010693517732748944,1.663636400889732
olfactory bulb,6,Specimen_057,OB,1,11,619,2.2134380658668413,2.7055729224596656,3.11522428907509,2.7094124040503362,2.7522038808010483,0.19489956250129237,0.007833674818903846,0.3285892187591875,0.013207115786830289,1.046108084131808
olfactory bulb,6,Specimen_057,OB,2,12,490,2.5934632979635768,3.0908274238384212,3.654484551278338,3.101947654881651,3.1526236677404427,0.20841731978572953,0.009415334776436881,0.32236032938256154,0.014562755259014211,1.4381473469947863
olfactory bulb,6,Specimen_058,OB,1,15,3302,2.1327398382608846,2.6877561595403607,3.344417796640442,2.692238326575311,2.7661924202392343,0.25227012794619397,0.004390129113402102,0.4031238450263904,0.007015359855584735,1.028175978625231
olfactory bulb,6,Specimen_058,OB,2,16,7333,2.1496501112200344,2.661225635982349,3.290519843923559,2.6650622145229694,2.7327905671912167,0.24183132557776052,0.0028240456579972516,0.38362611968355986,0.004479889753729744,1.000164842806451
olfactory bulb,6,Specimen_059,OB,1,19,574,2.2779528330618874,2.645248784182494,3.006833853834195,2.6368557753759885,2.6663566536984606,0.16208890509201374,0.006765460182994144,0.2528052406107597,0.010551886869946037,0.9736512257488791
olfactory bulb,6,OB_Controls,DR,Pos,2,2197,1.9005855916488108,2.9098661053615387,3.819993137278782,2.892025369589597,3.0637990385897904,0.40880119999480413,0.008721619455931806,0.6443948996530311,0.013747922203233584,1.2319767812654168
olfactory bulb,6,Specimen_059,OB,2,20,2523,1.7079957399324217,2.2617860894671584,2.7564839551548617,2.253416293833705,2.307746727744756,0.22195385656069896,0.004418797201137763,0.35095183998322854,0.006986970320238327,0.591497910159875
olfactory bulb,6,Specimen_060,OB,1,23,420,4.090890148713458,4.582958770481735,4.937929980009461,4.577697903113357,4.6133626532652725,0.17906522219025245,0.008737488169900633,0.2840946073978603,0.01386239740419284,2.9151487253908392
olfactory bulb,6,Specimen_060,OB,2,24,2234,2.112571477592166,2.604825018704302,3.0354937417139003,2.6080684829810945,2.651983937730163,0.19720990320729276,0.004172411517413995,0.30379861994135715,0.006427531478910646,0.9444879738604568
olfactory bulb,6,Specimen_061,OB,1,27,579,2.4562141460864844,2.960684756915337,3.4639019157281608,2.9668214336871093,3.023640828953136,0.22281088361308315,0.009259704320570493,0.349859792901946,0.014539676803013327,1.3022848922208126
olfactory bulb,6,Specimen_061,OB,2,28,335,2.6670230950563765,3.085779195059198,3.700624969799537,3.096424009195994,3.146031868297114,0.20520329991171685,0.01121145393724823,0.3236694971411639,0.017683953716395653,1.4297784570015448
olfactory bulb,6,OB_Controls,MTO,Pos,3,4011,1.6369890865254748,2.7391528544906003,3.7052639844898065,2.722359411873999,2.9610665749399976,0.48257625280800853,0.007619730581502495,0.8356215227434702,0.013194206789829913,1.0565425807250601
olfactory bulb,6,Specimen_062,OB,1,31,593,2.343310097150268,2.758237975279081,3.1355174474198235,2.7610433929648197,2.7941894258006097,0.17138757324385123,0.00703804408365477,0.2735698910153859,0.011234168945186307,1.0965119739628029
olfactory bulb,6,Specimen_062,OB,2,32,507,2.9672249420445054,4.200153352840286,4.996050030041609,4.092026725809409,4.347359759971879,0.531581243600774,0.02360835185300484,0.8726812044415304,0.03875713294623419,2.4252730617381553
olfactory bulb,6,Specimen_063,OB,1,35,1553,2.9098661053615387,3.936378976477654,4.726987615962636,3.8985181180338486,4.060207444944333,0.39561267557045365,0.010038861676913322,0.593289193681045,0.01505499827876665,2.233397034937662
olfactory bulb,6,Specimen_063,OB,2,36,745,2.585720078674398,2.9803670206381687,3.529775437890512,3.002105091059569,3.0431563303539915,0.18529921905322405,0.006788838113293243,0.27737543508522255,0.01016224965771161,1.3381283983881471
olfactory bulb,6,Specimen_064,OB,1,39,1602,2.091420730065827,2.6110112744237775,3.123355014194199,2.6266864925772966,2.6820359715449995,0.21978570574619674,0.0054912117081698086,0.3402599950382781,0.008501188292625467,0.9652943443357608
olfactory bulb,6,OB_Controls,SOX,Pos,4,4300,1.0102999469325737,1.8018836998051109,2.5182374537537533,1.7774438081954957,1.8919360339192846,0.3287293997066244,0.005013076348155557,0.5087674519642938,0.007758630905631694,0.11735591976733407
olfactory bulb,6,Specimen_064,OB,2,40,326,4.06478545855609,4.633228394474466,4.99140202209826,4.605365608469884,4.650854926336525,0.20478119307157536,0.011341781305304529,0.32570320450719775,0.018039032103237932,2.942168773730427
olfactory bulb,6,Specimen_065,OB,1,43,3088,2.982809244958423,3.5726172000297503,4.105270318532422,3.5837383045024542,3.638742491896659,0.21963111911407085,0.003952348472321772,0.3398650364072695,0.006116005158368278,1.9197958567342859
olfactory bulb,6,Specimen_065,OB,2,44,1271,3.013692334275872,4.120128863689273,4.994809758376547,4.067555420051231,4.282910305185744,0.45516486158524017,0.012767208538463031,0.8095258805350114,0.022706906016596935,2.407779062283136
olfactory bulb,6,Specimen_066,OB,1,47,1074,1.751586994515111,2.4014349882976354,2.9311475258961583,2.3848465980865345,2.44997268886162,0.24360712780063398,0.0074334059450199864,0.3910142419425668,0.011931373342335327,0.7160860327322995
olfactory bulb,6,Specimen_066,OB,2,48,1407,1.8274985160201684,2.376868800491649,2.922439960145813,2.374253449315263,2.42681153588743,0.2161419033439299,0.0057622476946115365,0.3305949052981111,0.00881351418411972,0.7082913954375809
olfactory bulb,6,OB_Controls,H42,Pos,5,1864,1.0102999469325737,1.774662898043572,2.443153410412352,1.7478437434428298,1.8665130646022985,0.3340972088282328,0.007738377168027136,0.5379207939182176,0.012459349793622109,0.07651318337658183
olfactory bulb,6,Specimen_067,OB,1,51,1575,2.755310675910379,3.8552210189117275,4.998278278438967,3.950700274122188,4.2828328305721675,0.573264918688466,0.014444918192450902,1.1385589295775813,0.02868898838718269,2.2902020300038646
olfactory bulb,6,Specimen_067,OB,2,52,406,4.049988963505399,4.680918039131349,4.998600472773712,4.644817033051473,4.697449621191717,0.22727764867953568,0.011279600313170365,0.3449913839638435,0.017121634904303854,2.9781910046877957
olfactory bulb,6,Specimen_068,OB,1,55,1090,1.7965743226244744,2.4112740024612878,2.9540446025959954,2.3988177899266616,2.461001522972712,0.23750637718223302,0.0071938607364629365,0.3748436398836366,0.011353686478922329,0.7345206484221223
olfactory bulb,6,Specimen_068,OB,2,56,215,3.944852170313751,4.545039128004331,4.974216411445022,4.529921533032954,4.584483416707728,0.22506302233435907,0.015349170725614964,0.31855873489863307,0.021725525398974294,2.8670206620162357
olfactory bulb,7,OB_Controls,Neg,Ctrl,1,1278,0.9294189257142927,1.6180480967120927,2.33193317250328,1.6176144437124813,1.7351507761603668,0.3267091388476978,0.009138940630205088,0.5428879349887945,0.015186047822892706,1.6300852007432947
olfactory bulb,7,Specimen_069,OB,1,11,1651,2.561101383649056,3.056142262059052,3.5376617134872417,3.060742221302912,3.1046808395153462,0.1960795014091023,0.004825681529547581,0.3099333748052996,0.007627721161263888,1.429574506625718
olfactory bulb,7,Specimen_069,OB,2,12,1460,2.1789769472931693,2.6538151316847656,3.1154440834362394,2.661194420622191,2.7022608201187994,0.18978622132013687,0.004966932420848024,0.29142738671064866,0.007627003295115143,1.0337133586113403
olfactory bulb,7,Specimen_070,OB,1,15,1499,2.9485352161613654,4.217115295507684,4.982441976728276,4.116146322182717,4.311387649002486,0.4462328461628859,0.011525525026993423,0.7306019173269137,0.01887035155598342,2.486179168609395
olfactory bulb,7,Specimen_070,OB,2,16,1340,3.5880755295490685,4.455168551654777,4.9843573877039224,4.430482600370828,4.510293742248964,0.2739519575600853,0.007483797177056277,0.4005468393570233,0.010942105807006126,2.7999395585047564
olfactory bulb,7,Specimen_071,OB,1,19,1147,3.1378286637565806,4.121518809134614,4.909951634616596,4.088248426628698,4.2126221320783275,0.3404076053708747,0.0100511914562362,0.567538082995732,0.016757657117209182,2.4625684540633292
olfactory bulb,7,OB_Controls,DR,Pos,2,1771,0.8893017025063102,1.6101276130759954,2.3037358890399062,1.5961867093917603,1.709571837911488,0.3236619350921489,0.007690991754369451,0.516489143971371,0.012273033424131892,-0.034865280295706826
olfactory bulb,7,Specimen_071,OB,2,20,1324,2.942256150419465,4.124951208856819,4.899938085139991,4.023146510153933,4.197410063868788,0.4327070351630951,0.011891864818088406,0.5553526985717907,0.01526247248392229,2.3873134301408343
olfactory bulb,7,Specimen_072,OB,1,23,856,1.8260748027008264,2.6570558528571038,3.5688175159476176,2.658798270182144,2.796234208464909,0.3478852509671613,0.011890473089029728,0.5351233358776984,0.018290139081424336,1.0294085544974252
olfactory bulb,7,Specimen_072,OB,2,24,1174,2.187520720836463,2.757775118340381,3.3865881339077886,2.7522881075993966,2.8256837185673005,0.2539434331757862,0.007411445822267724,0.3819921758042444,0.011148602191038168,1.1218932854642332
olfactory bulb,7,Specimen_073,OB,1,27,1139,3.383231727264926,4.074221986404982,4.785927468480128,4.087330649936993,4.13801026467482,0.20934567475100874,0.006203004988235095,0.30838797826514824,0.009137672272262856,2.453675551407878
olfactory bulb,7,Specimen_073,OB,2,28,1307,2.498655095245119,2.8926510338773004,3.3328422669943514,2.8995504577177607,2.935003923307695,0.17543491703756628,0.004852641880258588,0.28752767562675074,0.007953199192273708,1.2703388369027395
olfactory bulb,7,OB_Controls,MTO,Pos,3,3225,1.6101276130759954,2.551144908756322,3.4452927694259716,2.5449085788993866,2.7342390457108654,0.41794580352314076,0.007359615230138807,0.6940133711808042,0.012220894033164812,0.9184822308386597
olfactory bulb,7,Specimen_074,OB,1,31,117,2.3211840273023143,2.8102325179950842,3.276863742639605,2.816247730228217,2.865081186002429,0.20565932410063806,0.019013211239028653,0.296551614785492,0.027416206485403494,1.1847519555759116
olfactory bulb,7,Specimen_074,OB,2,32,402,3.8341662839426203,4.242925949977025,4.76910765480744,4.249379563176332,4.282811595012461,0.17003360111764546,0.008480505228342629,0.2632749374417522,0.01313096040306504,2.618464752193276
olfactory bulb,7,Specimen_075,OB,1,35,331,2.4018311749089483,2.7514715677497996,3.1126887693970975,2.748182840896442,2.7742142025348686,0.151553895458255,0.008330155467728724,0.24451399258453313,0.013439704509774676,1.1194098795183496
olfactory bulb,7,Specimen_075,OB,2,36,9738,1.6766936096248666,2.4780247558343937,3.2814878879400813,2.474814348314907,2.611059475108079,0.35217220769471996,0.0035687834378375074,0.5669273393287391,0.005745032841454464,0.8457767606360574
olfactory bulb,7,Specimen_076,OB,2,39,155,4.106462883796121,4.478458269199155,4.993948483945762,4.5232544562765495,4.5774464704405045,0.21263677929779776,0.017079397116756587,0.32153860434044185,0.02582660219945758,2.8933839634634424
olfactory bulb,7,OB_Controls,SOX,Pos,4,3449,1.8010605298478555,2.7134905430939424,3.6194585689943164,2.708347293072298,2.8731760322329696,0.39201427206874095,0.006675061655334584,0.6607711836404717,0.011251346456322722,1.074054059276254
olfactory bulb,7,Specimen_077,OB,1,42,2192,3.0172420845476458,3.5348190485475546,4.076467492322835,3.545293290441164,3.596090196591383,0.209663104645525,0.004478181974864372,0.3223056248677987,0.006884106968274737,1.9145625497735006
olfactory bulb,7,Specimen_077,OB,2,43,653,2.292256071356476,2.7209857441537393,3.176814480674777,2.732891967919373,2.7717078755422286,0.1829369409853973,0.007158875703850238,0.28399672088535993,0.011113650497094679,1.1009324373105132
olfactory bulb,7,Specimen_078,OB,1,46,1144,3.3568382033828095,4.2912994464330625,4.9996415591752505,4.274685593630465,4.385275476780919,0.3207931684795914,0.009484448853529831,0.45570074355884804,0.013473074926389448,2.6407451480026913
olfactory bulb,7,Specimen_078,OB,2,47,828,3.4168068718229443,4.401262485765443,4.998910727438633,4.354236071105145,4.502074491134782,0.38719381694341815,0.01345591531107985,0.6574247438977338,0.022847089210076398,2.7235089343120396
olfactory bulb,7,OB_Controls,H42,Pos,5,1780,0.9661417327390326,1.6901960800285136,2.3820170425748683,1.6716744705812159,1.7744739073004459,0.30738634246928104,0.007285755053937699,0.4844048384214925,0.011481495798838112,0.042477447306076395
olfactory bulb,7,Specimen_079,OB,1,50,864,2.69284691927723,3.359408564022824,3.9868053124383867,3.3778693400697377,3.4546007388639057,0.25746050884299215,0.00875898438309232,0.3977170017981133,0.01353060717270774,1.75153899284136
olfactory bulb,7,Specimen_079,OB,2,51,331,3.4586378490256493,4.351578912062976,4.930949031167523,4.300266334676263,4.395598634416039,0.31328666658117177,0.017219792541106237,0.39855383043143466,0.021906499728785455,2.6665255949254125
olfactory bulb,7,Specimen_080,OB,1,56,2672,1.933234128714808,2.4424797690644486,2.9860996250551297,2.4416996807173557,2.4985061971293248,0.22412413778336043,0.004335811619711156,0.3598869420103754,0.006962221920332354,0.8109693649601769
