plate,specimen,tube,tube.no,.no,ch,n,min,median,max,geo.mean,arith.mean,sd,se
1,Specimen_002,C3,C03,27,apc,15609,1.301029996,2.351100265,3.231316649,2.295695549,2.456069738,0.400012589,0.00320174
1,Specimen_002,C3,C03,27,buv.496,15609,2.21984641,2.676967831,3.278536411,2.700357158,2.77504933,0.250748205,0.002007013
1,Specimen_002,C3,C03,27,fsc,15609,1.109915867,2.411181859,3.471646655,2.359031048,2.60011935,0.497306903,0.003980494
1,Specimen_002,C3,C03,27,pe,15609,1.193681026,2.052309111,2.732570684,2.027812687,2.154064491,0.348530741,0.002789675
1,Specimen_002,C3,C03,27,percp.cy5.5,15609,1.354108446,2.606596322,3.540804817,2.541065512,2.739141155,0.457578771,0.003662506
1,Specimen_002,C3,C03,27,ssc,15609,1.629409622,2.391993083,3.086146199,2.382504146,2.481371042,0.300558813,0.002405703
1,Specimen_002,C4,C04,28,alexa.fluor.488,13309,0.991226084,1.853698221,2.624282096,1.846342114,1.996978075,0.375061824,0.003251099
1,Specimen_002,C4,C04,28,apc,13309,1.301029996,2.417770519,3.368703308,2.357859885,2.539054839,0.428660286,0.003715699
1,Specimen_002,C4,C04,28,buv.496,13309,2.228656966,2.695963002,3.28432921,2.71548851,2.788216733,0.247940183,0.002149187
1,Specimen_002,C4,C04,28,fsc,13309,1.109915867,2.469380154,3.612881289,2.420518597,2.68983993,0.525299174,0.004553381
1,Specimen_002,C4,C04,28,pe,13309,1.169086364,2.096353774,2.851564082,2.080622132,2.234944867,0.38408993,0.003329356
1,Specimen_002,C4,C04,28,percp.cy5.5,13309,1.322219295,2.609167381,3.626894422,2.560460308,2.785555263,0.484678657,0.004201276
1,Specimen_002,C4,C04,28,ssc,13309,1.604226061,2.427161393,3.190051418,2.414649899,2.531484779,0.327925264,0.002842511
1,Specimen_002,C5,C05,29,alexa.fluor.488,8790,0.954242509,1.672082147,2.371806475,1.657672712,1.772265292,0.325217333,0.0034688
1,Specimen_002,C5,C05,29,apc,8790,1.005180508,2.256140228,3.359281371,2.180888695,2.440150872,0.521463943,0.005561985
1,Specimen_002,C5,C05,29,buv.496,8790,2.274157849,2.71771209,3.27108616,2.735745106,2.806877896,0.245837163,0.002622123
1,Specimen_002,C5,C05,29,fsc,8790,1.109915867,2.157033488,3.11191416,2.167533369,2.395657362,0.465211635,0.004961993
1,Specimen_002,C5,C05,29,pe,8790,1.143014818,1.889525802,2.581061734,1.893004831,2.017927258,0.338550792,0.003611016
1,Specimen_002,C5,C05,29,percp.cy5.5,8790,1.025305881,2.415307313,3.501907835,2.33127785,2.614885279,0.559006034,0.005962413
1,Specimen_002,C5,C05,29,ssc,8790,1.52891669,2.299725174,3.055454813,2.272264444,2.382051655,0.319741147,0.00341039
1,Specimen_002,C6,C06,30,alexa.fluor.488,10730,0.913813868,1.645422277,2.353723943,1.631569322,1.753289864,0.335664834,0.003240455
1,Specimen_002,C6,C06,30,apc,10730,0.971275833,2.203685461,3.32537609,2.145316239,2.417668715,0.532249214,0.005138249
1,Specimen_002,C6,C06,30,buv.496,10730,2.272189853,2.714874403,3.26551357,2.729769854,2.798942936,0.242771961,0.002343682
1,Specimen_002,C6,C06,30,fsc,10730,0.950364858,2.096039048,3.149859326,2.105162783,2.376952095,0.510337091,0.004926713
1,Specimen_002,C6,C06,30,pe,10730,1.11527759,1.884682106,2.597409972,1.887789571,2.020090163,0.3478263,0.00335786
1,Specimen_002,C6,C06,30,percp.cy5.5,10730,1.025305881,2.356025198,3.453471234,2.294291082,2.586609248,0.560002446,0.005406175
1,Specimen_002,C6,C06,30,ssc,10730,1.485721432,2.259593886,3.022098328,2.242578237,2.358261441,0.326340891,0.003150443
1,Specimen_002,C7,C07,31,alexa.fluor.488,43769,1.287801721,2.2003032,3.031246826,2.205419347,2.347854079,0.361175611,0.001726375
1,Specimen_002,C7,C07,31,apc,43769,1.727866438,2.512577662,3.274093156,2.511777244,2.621520426,0.313918272,0.001500491
1,Specimen_002,C7,C07,31,buv.496,43769,2.189911227,2.795810542,3.471144965,2.820953528,2.927838847,0.302897208,0.001447811
1,Specimen_002,C7,C07,31,fsc,43769,1.911264194,2.908924457,3.820130522,2.901295835,3.056080792,0.380466857,0.001818585
1,Specimen_002,C7,C07,31,pe,43769,1.538322345,2.366123978,3.133475052,2.368477256,2.483452391,0.323290304,0.001545288
1,Specimen_002,C7,C07,31,percp.cy5.5,43769,1.945468608,2.926445354,3.821395617,2.933157883,3.081159784,0.367816912,0.001758119
1,Specimen_002,C7,C07,31,ssc,43769,1.812913357,2.64522573,3.438542349,2.66232003,2.790539998,0.336979474,0.00161072
1,Specimen_002,C8,C08,32,alexa.fluor.488,17813,1.187520737,2.292698996,3.245364594,2.284448919,2.460531225,0.409346106,0.003067059
1,Specimen_002,C8,C08,32,apc,17813,1.733999293,2.600406507,3.398974128,2.594445931,2.71439601,0.331255322,0.002481957
1,Specimen_002,C8,C08,32,buv.496,17813,2.192288604,2.75947898,3.377533905,2.784333761,2.877343037,0.282393339,0.002115855
1,Specimen_002,C8,C08,32,fsc,17813,1.855034333,2.998381425,3.979577537,2.977238768,3.1482569,0.407428322,0.00305269
1,Specimen_002,C8,C08,32,pe,17813,1.504606784,2.478768467,3.334027315,2.471734245,2.603583675,0.351494529,0.002633601
1,Specimen_002,C8,C08,32,percp.cy5.5,17813,1.79098847,2.994141127,4.012541973,2.979984008,3.165529603,0.423854695,0.003175766
1,Specimen_002,C8,C08,32,ssc,17813,1.737192661,2.735119654,3.632437075,2.737704244,2.894971076,0.380449768,0.002850551
1,Specimen_002,C9,C09,33,alexa.fluor.488,16824,1.025305881,2.043755121,2.908806619,2.027198142,2.212257415,0.417834234,0.003221361
1,Specimen_002,C9,C09,33,apc,16824,1.464191355,2.571289453,3.535116802,2.529998037,2.70743037,0.41698676,0.003214827
1,Specimen_002,C9,C09,33,buv.496,16824,2.203984236,2.707697912,3.308937725,2.730900622,2.812477728,0.263387517,0.002030629
1,Specimen_002,C9,C09,33,fsc,16824,1.304059494,2.771616902,4.011288751,2.699251061,2.968608262,0.533250601,0.004111182
1,Specimen_002,C9,C09,33,pe,16824,1.239049097,2.286995073,3.182020697,2.267207107,2.447536337,0.414973087,0.003199302
1,Specimen_002,C9,C09,33,percp.cy5.5,16824,1.507855882,2.861295415,3.924372329,2.812751881,3.049009809,0.492917002,0.003800224
1,Specimen_002,C9,C09,33,ssc,16824,1.683047045,2.583652102,3.406914696,2.588333455,2.730898382,0.35838398,0.00276302
1,Specimen_002,D1,D01,37,alexa.fluor.488,19674,0.954242509,1.604226061,2.204662503,1.581069807,1.671706923,0.289383957,0.002063137
1,Specimen_002,D1,D01,37,apc,19674,0.894316071,1.785614531,2.611850705,1.764439445,1.930803895,0.400525438,0.002855511
1,Specimen_002,D1,D01,37,buv.496,19674,2.591398572,3.183767929,3.733911168,3.186547914,3.265561301,0.26709774,0.00190425
1,Specimen_002,D1,D01,37,fsc,19674,1.06295785,2.061377104,2.921124413,2.079142377,2.28308217,0.43995848,0.003136645
1,Specimen_002,D1,D01,37,pe,19674,1.11527759,1.651859275,2.182870966,1.632921496,1.696708264,0.242071591,0.001725828
1,Specimen_002,D1,D01,37,percp.cy5.5,19674,0.991226084,2.146748004,3.146933827,2.084581612,2.313503725,0.489110774,0.003487072
1,Specimen_002,D1,D01,37,ssc,19674,1.507855882,2.221675013,2.903632516,2.219513455,2.323479253,0.30603288,0.002181834
1,Specimen_002,D10,D10,46,alexa.fluor.488,24487,0.954242509,1.828659906,2.553640358,1.807942408,1.951191251,0.36919955,0.002359355
1,Specimen_002,D10,D10,46,apc,24487,1.065952958,2.164828545,3.102049327,2.104975457,2.2968469,0.43666967,0.002790521
1,Specimen_002,D10,D10,46,buv.496,24487,2.33625957,2.810904281,3.3714558,2.814645575,2.888206113,0.253047047,0.001617087
1,Specimen_002,D10,D10,46,fsc,24487,1.259115841,2.446412918,3.390613712,2.408684711,2.64066949,0.48292716,0.003086127
1,Specimen_002,D10,D10,46,pe,24487,1.169086364,1.980457885,2.656443215,1.963657022,2.085389839,0.339543154,0.002169837
1,Specimen_002,D10,D10,46,percp.cy5.5,24487,1.230448921,2.536810881,3.496625265,2.457704913,2.684301664,0.496426778,0.003172396
1,Specimen_002,D10,D10,46,ssc,24487,1.577491791,2.359835482,3.086146199,2.352705761,2.461616944,0.31601743,0.002019497
1,Specimen_002,D11,D11,47,alexa.fluor.488,19902,0.991226084,1.779596497,2.462098409,1.761618993,1.886527233,0.342228252,0.00242587
1,Specimen_002,D11,D11,47,apc,19902,1.005180508,1.989093678,2.855930839,1.946282602,2.120390539,0.410209319,0.002907751
1,Specimen_002,D11,D11,47,buv.496,19902,2.354588588,2.821054787,3.384290702,2.81885369,2.890199389,0.249308496,0.001767212
1,Specimen_002,D11,D11,47,fsc,19902,1.152288368,2.33077893,3.270795282,2.29322957,2.527787406,0.484343044,0.003433244
1,Specimen_002,D11,D11,47,pe,19902,1.169086364,1.869818199,2.476280826,1.852434243,1.949397663,0.30099144,0.002133565
1,Specimen_002,D11,D11,47,percp.cy5.5,19902,1.209515009,2.437433473,3.411249228,2.351309255,2.566534262,0.48120713,0.003411015
1,Specimen_002,D11,D11,47,ssc,19902,1.604226061,2.330007707,2.995196292,2.321114206,2.417106328,0.29624093,0.002099891
1,Specimen_002,D12,D12,48,alexa.fluor.488,21332,0.991226084,1.796574349,2.4933186,1.779354316,1.907484331,0.347142989,0.0023768
1,Specimen_002,D12,D12,48,apc,21332,1.005180508,2.021685332,2.900476378,1.9742103,2.152302682,0.415835947,0.002847123
1,Specimen_002,D12,D12,48,buv.496,21332,2.341335609,2.808042085,3.363376908,2.808944836,2.879150643,0.246996292,0.001691121
1,Specimen_002,D12,D12,48,fsc,21332,1.243038049,2.376467462,3.285597823,2.346911297,2.565900746,0.465152278,0.003184779
1,Specimen_002,D12,D12,48,pe,21332,1.169086364,1.889525802,2.521268884,1.877716708,1.981194613,0.310307616,0.002124597
1,Specimen_002,D12,D12,48,percp.cy5.5,21332,1.230448921,2.460897843,3.426348574,2.376388284,2.59042703,0.480751524,0.003291584
1,Specimen_002,D12,D12,48,ssc,21332,1.595496239,2.344392274,3.038937938,2.33333607,2.434854739,0.304383254,0.002084035
1,Specimen_002,D2,D02,38,alexa.fluor.488,17751,0.954242509,1.612783857,2.215373145,1.593976443,1.687095751,0.293794476,0.00220512
1,Specimen_002,D2,D02,38,apc,17751,0.894316071,1.846089556,2.648203829,1.812004753,1.978802396,0.40562263,0.003044463
1,Specimen_002,D2,D02,38,buv.496,17751,2.586643577,3.187379693,3.732888123,3.187923747,3.269252948,0.271920311,0.00204094
1,Specimen_002,D2,D02,38,fsc,17751,1.087071215,2.132387779,3.022988915,2.118831568,2.330382866,0.454075629,0.003408135
1,Specimen_002,D2,D02,38,pe,17751,1.11527759,1.668199501,2.177940305,1.641626088,1.706650068,0.244800038,0.001837385
1,Specimen_002,D2,D02,38,percp.cy5.5,17751,1.025305881,2.202488342,3.153571004,2.135372093,2.356502807,0.481121691,0.003611133
1,Specimen_002,D2,D02,38,ssc,17751,1.507855882,2.238046103,2.906658237,2.231074128,2.335585937,0.308685272,0.002316885
1,Specimen_002,D3,D03,39,alexa.fluor.488,24159,1.025305881,1.802089268,2.438700543,1.776326386,1.885987098,0.32207881,0.002072157
1,Specimen_002,D3,D03,39,apc,24159,1.0366289,1.911477204,2.690585886,1.875714811,2.012327428,0.360756942,0.002321
1,Specimen_002,D3,D03,39,buv.496,24159,2.334554277,2.796400858,3.336159426,2.798408695,2.864051426,0.239083898,0.001538193
1,Specimen_002,D3,D03,39,fsc,24159,1.243038049,2.343959757,3.239419639,2.310445957,2.509049463,0.441097771,0.002837889
1,Specimen_002,D3,D03,39,pe,24159,1.193681026,1.838471294,2.41185533,1.815520221,1.896980218,0.275172991,0.001770379
1,Specimen_002,D3,D03,39,percp.cy5.5,24159,1.305351386,2.358315634,3.209997309,2.299610617,2.461852181,0.405979029,0.002611946
1,Specimen_002,D3,D03,39,ssc,24159,1.612783857,2.297979258,2.925621474,2.295643934,2.382870074,0.280499675,0.00180465
1,Specimen_002,D4,D04,40,alexa.fluor.488,22077,1.025305881,1.823474219,2.475089812,1.799984633,1.912777744,0.326867629,0.002199895
1,Specimen_002,D4,D04,40,apc,22077,1.0366289,1.968296111,2.793203463,1.932063197,2.081697417,0.377964817,0.002543791
1,Specimen_002,D4,D04,40,buv.496,22077,2.317122744,2.77524626,3.317551495,2.779098696,2.844379627,0.238205149,0.001603176
1,Specimen_002,D4,D04,40,fsc,22077,1.259115841,2.378870116,3.295580306,2.34199262,2.546070301,0.450525663,0.003032142
1,Specimen_002,D4,D04,40,pe,22077,1.21695722,1.859618608,2.438510722,1.843164555,1.924911998,0.275263558,0.001852587
1,Specimen_002,D4,D04,40,percp.cy5.5,22077,1.322219295,2.397592439,3.266372825,2.343859787,2.505705027,0.406651605,0.002736859
1,Specimen_002,D4,D04,40,ssc,22077,1.621176274,2.330007707,2.976533392,2.323819711,2.415829732,0.288438474,0.001941258
1,Specimen_002,D5,D05,41,alexa.fluor.488,15399,0.913813868,1.629409622,2.299725174,1.615113911,1.729060287,0.32544579,0.002622602
1,Specimen_002,D5,D05,41,apc,15399,0.800717057,1.864511063,2.847103559,1.837856604,2.073243741,0.477801381,0.003850358
1,Specimen_002,D5,D05,41,buv.496,15399,2.324179555,2.7084209,3.189770956,2.71938331,2.771857852,0.212172018,0.001709786
1,Specimen_002,D5,D05,41,fsc,15399,1.037426521,2.048752477,2.985237812,2.06372899,2.285853205,0.458119706,0.003691754
1,Specimen_002,D5,D05,41,pe,15399,1.143014818,1.786751428,2.392626628,1.785066156,1.878652769,0.292180719,0.002354536
1,Specimen_002,D5,D05,41,percp.cy5.5,15399,0.913813868,2.134177098,3.226187329,2.082319632,2.349390294,0.528294273,0.004257255
1,Specimen_002,D5,D05,41,ssc,15399,1.51851394,2.215373145,2.913919771,2.200001646,2.29896435,0.300405585,0.002420816
1,Specimen_002,D6,D06,42,alexa.fluor.488,15048,0.954242509,1.675778356,2.341236641,1.662361447,1.777562487,0.326636117,0.002662716
1,Specimen_002,D6,D06,42,apc,15048,0.894316071,1.938919799,2.877463479,1.900613761,2.115455007,0.457729517,0.00373138
1,Specimen_002,D6,D06,42,buv.496,15048,2.33625957,2.73876062,3.233732016,2.748292682,2.805550477,0.221740322,0.001807612
1,Specimen_002,D6,D06,42,fsc,15048,1.109915867,2.168850916,3.124145433,2.159476973,2.387240478,0.470804746,0.003837969
1,Specimen_002,D6,D06,42,pe,15048,1.11527759,1.804684533,2.420450889,1.799039101,1.902687014,0.310062782,0.002527611
1,Specimen_002,D6,D06,42,percp.cy5.5,15048,0.954242509,2.223755477,3.255513713,2.155465345,2.414550453,0.527036542,0.004296367
1,Specimen_002,D6,D06,42,ssc,15048,1.549003281,2.269045717,2.950851459,2.250616064,2.350302857,0.302343695,0.002464686
1,Specimen_002,D7,D07,43,alexa.fluor.488,35774,1.113943352,1.972202853,2.720159303,1.958294272,2.089391819,0.350810081,0.001854763
1,Specimen_002,D7,D07,43,apc,35774,1.166726065,2.008940669,2.804221235,1.992260112,2.119760273,0.343843894,0.001817932
1,Specimen_002,D7,D07,43,buv.496,35774,2.304490541,2.901240322,3.510705856,2.906214852,2.997163065,0.283158379,0.001497082
1,Specimen_002,D7,D07,43,fsc,35774,1.458184454,2.618550134,3.612461746,2.585302465,2.785145746,0.444397447,0.002349567
1,Specimen_002,D7,D07,43,pe,35774,1.260071406,1.926445338,2.544266538,1.911586479,1.996977811,0.280345181,0.001482209
1,Specimen_002,D7,D07,43,percp.cy5.5,35774,1.462397998,2.432327802,3.27604801,2.408257945,2.550254514,0.369227982,0.00195214
1,Specimen_002,D7,D07,43,ssc,35774,1.637489745,2.45484486,3.198712078,2.45380957,2.57202997,0.327780694,0.001733004
1,Specimen_002,D8,D08,44,alexa.fluor.488,35031,1.209515009,2.034227279,2.738304812,2.021057653,2.136201636,0.328032055,0.001752629
1,Specimen_002,D8,D08,44,apc,35031,1.209515009,2.034066663,2.790538477,2.01419359,2.13067426,0.328378678,0.001754481
1,Specimen_002,D8,D08,44,buv.496,35031,2.268226866,2.830973421,3.426649514,2.838753252,2.922923266,0.271783547,0.001452101
1,Specimen_002,D8,D08,44,fsc,35031,1.642464535,2.677789402,3.560972528,2.655124202,2.816259738,0.394088578,0.00210556
1,Specimen_002,D8,D08,44,pe,35031,1.280122884,1.948021539,2.543198608,1.928333117,2.011408426,0.27725861,0.001481354
1,Specimen_002,D8,D08,44,percp.cy5.5,35031,1.604226061,2.507586064,3.27604801,2.489986476,2.609198895,0.335794183,0.001794101
1,Specimen_002,D8,D08,44,ssc,35031,1.761927833,2.508664371,3.182129214,2.509738373,2.608129955,0.297332756,0.001588607
1,Specimen_002,D9,D09,45,alexa.fluor.488,21871,0.954242509,1.743509777,2.446226392,1.731201437,1.861818306,0.349544019,0.002363565
1,Specimen_002,D9,D09,45,apc,21871,0.971275833,2.046104775,2.986431325,1.993631674,2.201465092,0.452703771,0.003061116
1,Specimen_002,D9,D09,45,buv.496,21871,2.35783962,2.802260476,3.325823419,2.803045278,2.864783808,0.231469296,0.001565161
1,Specimen_002,D9,D09,45,fsc,21871,1.037426521,2.275173101,3.333495637,2.242902109,2.517873407,0.524984545,0.003549868
1,Specimen_002,D9,D09,45,pe,21871,1.143014818,1.894316071,2.564073979,1.884537443,2.002928883,0.332344096,0.002247262
1,Specimen_002,D9,D09,45,percp.cy5.5,21871,1.113943352,2.393399711,3.436893825,2.313970329,2.559832778,0.513795705,0.003474211
1,Specimen_002,D9,D09,45,ssc,21871,1.52891669,2.270911654,2.990605228,2.263474216,2.370080721,0.311520282,0.002106454
1,Specimen_002,E1,E01,49,alexa.fluor.488,26049,1.025305881,1.916980039,2.640481437,1.896851644,2.037760555,0.366385488,0.002270088
1,Specimen_002,E1,E01,49,apc,26049,1.0366289,1.927370355,2.716704302,1.899408861,2.038430052,0.364121901,0.002256063
1,Specimen_002,E1,E01,49,buv.496,26049,2.354588588,2.929495572,3.542221493,2.928732566,3.021592703,0.287458863,0.001781067
1,Specimen_002,E1,E01,49,fsc,26049,1.259115841,2.544241746,3.57705501,2.489607927,2.718723997,0.487172452,0.003018472
1,Specimen_002,E1,E01,49,pe,26049,1.169086364,1.869818199,2.476280826,1.849727033,1.942983795,0.294927811,0.001827344
1,Specimen_002,E1,E01,49,percp.cy5.5,26049,1.305351386,2.444981122,3.369698157,2.393898743,2.575703401,0.432730503,0.002681155
1,Specimen_002,E1,E01,49,ssc,26049,1.621176274,2.397592439,3.076931592,2.395139188,2.501974697,0.311870402,0.001932318
1,Specimen_002,E2,E02,50,alexa.fluor.488,25017,0.991226084,1.853698221,2.569841892,1.834919427,1.973204644,0.362246829,0.002290272
1,Specimen_002,E2,E02,50,apc,25017,1.005180508,1.903307085,2.705795299,1.873754581,2.01990171,0.372842707,0.002357263
1,Specimen_002,E2,E02,50,buv.496,25017,2.381476112,2.950267492,3.541373292,2.948415681,3.035466007,0.278529731,0.001760978
1,Specimen_002,E2,E02,50,fsc,25017,1.172018827,2.477092317,3.549398145,2.416425302,2.664131621,0.50768357,0.003209782
1,Specimen_002,E2,E02,50,pe,25017,1.193681026,1.849173656,2.450587789,1.83268146,1.919953051,0.283662286,0.001793428
1,Specimen_002,E2,E02,50,percp.cy5.5,25017,1.209515009,2.374748346,3.323747006,2.312996793,2.507889164,0.449648516,0.002842861
1,Specimen_002,E2,E02,50,ssc,25017,1.549003281,2.355259917,3.064532889,2.346169306,2.458836777,0.322403672,0.002038367
1,Specimen_002,E3,E03,51,alexa.fluor.488,32020,1.139879092,1.925312115,2.572639318,1.904558018,2.00583278,0.308948102,0.001726533
1,Specimen_002,E3,E03,51,apc,32020,1.266701956,2.447033903,3.404080718,2.401718697,2.577771814,0.422988919,0.002363841
1,Specimen_002,E3,E03,51,buv.496,32020,2.293362555,2.842796426,3.452016566,2.847005055,2.935628801,0.278997216,0.001559155
1,Specimen_002,E3,E03,51,fsc,32020,1.522965597,2.616128672,3.48357591,2.592313411,2.752284719,0.392808018,0.002195178
1,Specimen_002,E3,E03,51,pe,32020,1.260071406,1.972573104,2.567120532,1.95074479,2.038421835,0.286802644,0.001602775
1,Specimen_002,E3,E03,51,percp.cy5.5,32020,1.779596497,2.852601977,3.675430051,2.821682886,2.957082537,0.367651449,0.002054592
1,Specimen_002,E3,E03,51,ssc,32020,1.761927833,2.471585072,3.062130553,2.471658159,2.555475027,0.274468461,0.001533846
1,Specimen_002,E4,E04,52,alexa.fluor.488,33192,1.139879092,1.949390007,2.612571973,1.927559339,2.033725663,0.316409762,0.001736733
1,Specimen_002,E4,E04,52,apc,33192,1.317227354,2.500236466,3.456384236,2.456295847,2.629554137,0.419206966,0.002300974
1,Specimen_002,E4,E04,52,buv.496,33192,2.278067359,2.824386218,3.433369747,2.833307734,2.922100902,0.278766084,0.001530112
1,Specimen_002,E4,E04,52,fsc,33192,1.531478917,2.651743091,3.567849479,2.632839512,2.794334183,0.394636778,0.002166112
1,Specimen_002,E4,E04,52,pe,33192,1.280122884,2.010639131,2.618591953,1.986682914,2.077322162,0.291738424,0.001601316
1,Specimen_002,E4,E04,52,percp.cy5.5,33192,1.807535033,2.876794976,3.713876792,2.850520685,2.98662704,0.366460395,0.002011455
1,Specimen_002,E4,E04,52,ssc,33192,1.761927833,2.489958479,3.112672042,2.492496113,2.582047998,0.283100853,0.001553905
2,Specimen_001,A1,A01,1,alexa.fluor.488,3058,1.55870858,2.438700543,3.282078049,2.45857007,2.626208744,0.391651523,0.00708241
2,Specimen_001,A1,A01,1,apc,3058,0.800717057,1.452706236,2.167080914,1.44426391,1.55850671,0.320448389,0.005794812
2,Specimen_001,A1,A01,1,buv.496,3058,1.138302698,2.019946701,2.922050409,2.014960576,2.187719007,0.402183176,0.007272859
2,Specimen_001,A1,A01,1,fsc,3058,2.138681586,2.997373267,3.997124156,3.01766535,3.211184157,0.416986978,0.007540563
2,Specimen_001,A1,A01,1,pe,3058,0.896526224,1.468051807,2.035429738,1.441883788,1.519223806,0.26912219,0.004866657
2,Specimen_001,A1,A01,1,percp.cy5.5,3058,1.086359824,1.899820511,2.720159303,1.901057851,2.053597955,0.375298076,0.006786684
2,Specimen_001,A1,A01,1,ssc,3058,1.833784404,2.716169845,3.708879591,2.737906769,2.941138391,0.427338086,0.007727746
2,Specimen_001,A10,A10,10,alexa.fluor.488,10400,1.767897633,2.510813027,3.233148461,2.51529697,2.636244881,0.329736404,0.003233331
2,Specimen_001,A10,A10,10,apc,10400,0.850033253,1.66124461,2.502317826,1.660930389,1.82501107,0.385997775,0.00378502
2,Specimen_001,A10,A10,10,buv.496,10400,1.816903829,2.763315689,3.739730529,2.771370288,2.975762395,0.432370377,0.00423974
2,Specimen_001,A10,A10,10,fsc,10400,2.161008452,3.042524326,3.955519386,3.046798934,3.228870375,0.40771455,0.00399797
2,Specimen_001,A10,A10,10,pe,10400,0.98227125,1.538322345,2.105237621,1.512037832,1.584415328,0.25740704,0.002524084
2,Specimen_001,A10,A10,10,percp.cy5.5,10400,1.209515009,1.925312115,2.642860047,1.915861278,2.028960837,0.320968676,0.003147357
2,Specimen_001,A10,A10,10,ssc,10400,1.895422538,2.771587404,3.66111196,2.793110786,2.970687011,0.399031744,0.003912828
2,Specimen_001,A11,A11,11,alexa.fluor.488,4340,1.474216281,2.219584534,2.976166517,2.231111164,2.35475902,0.331234235,0.005027943
2,Specimen_001,A11,A11,11,apc,4340,0.934498446,1.675411699,2.468878773,1.662452739,1.786677243,0.337811507,0.005127782
2,Specimen_001,A11,A11,11,buv.496,4340,1.11058973,2.019946701,3.079000252,2.033192663,2.224682881,0.413761303,0.006280656
2,Specimen_001,A11,A11,11,fsc,4340,2.206069927,2.979115682,3.820087139,2.99262412,3.13368262,0.35309291,0.005359745
2,Specimen_001,A11,A11,11,pe,4340,0.941511445,1.608097961,2.332721163,1.601820408,1.72029641,0.325267082,0.004937365
2,Specimen_001,A11,A11,11,percp.cy5.5,4340,1.94151144,2.808750901,3.666836088,2.808681796,2.959787023,0.369318622,0.005606042
2,Specimen_001,A11,A11,11,ssc,4340,1.929418926,2.68717211,3.530890963,2.707269305,2.842001399,0.342066667,0.005192373
2,Specimen_001,A12,A12,12,alexa.fluor.488,14180,1.424881643,2.158965251,2.888628719,2.162456891,2.275299078,0.317866919,0.00266936
2,Specimen_001,A12,A12,12,apc,14180,0.971275833,1.821906381,2.669911637,1.802890367,1.951064331,0.373112521,0.003133298
2,Specimen_001,A12,A12,12,buv.496,14180,1.394451701,2.329397879,3.322146937,2.331861836,2.512868363,0.408690935,0.003432076
2,Specimen_001,A12,A12,12,fsc,14180,2.202488342,2.975339907,3.780324521,2.982661057,3.115760514,0.344704636,0.002894736
2,Specimen_001,A12,A12,12,pe,14180,0.896526224,1.549003281,2.240199677,1.537819526,1.650118422,0.316508454,0.002657952
2,Specimen_001,A12,A12,12,percp.cy5.5,14180,2.014520545,2.811172711,3.597629395,2.815244706,2.945143975,0.342251295,0.002874134
2,Specimen_001,A12,A12,12,ssc,14180,1.964730943,2.711469813,3.495294505,2.726720447,2.848803772,0.326993235,0.002746001
2,Specimen_001,A2,A02,2,alexa.fluor.488,8397,1.749736321,2.476251787,3.160108235,2.481679257,2.592037958,0.317116612,0.003460644
2,Specimen_001,A2,A02,2,apc,8397,0.800717057,1.507316038,2.25430631,1.498915759,1.629199846,0.343347661,0.003746899
2,Specimen_001,A2,A02,2,buv.496,8397,1.294466243,1.955447211,2.597969275,1.955133175,2.052216161,0.296610241,0.003236861
2,Specimen_001,A2,A02,2,fsc,8397,2.157033488,3.037952142,3.9230232,3.032921612,3.205796816,0.398469252,0.004348433
2,Specimen_001,A2,A02,2,pe,8397,0.941511445,1.492760394,2.052309111,1.465633757,1.537440615,0.25734392,0.002808354
2,Specimen_001,A2,A02,2,percp.cy5.5,8397,1.164352867,1.890979614,2.583652102,1.877655143,1.986028041,0.316936445,0.003458678
2,Specimen_001,A2,A02,2,ssc,8397,1.890979614,2.744605895,3.58974859,2.756110451,2.918953692,0.384430861,0.004195234
2,Specimen_001,A3,A03,3,alexa.fluor.488,5452,1.86805638,2.626750847,3.302979937,2.62087627,2.726620794,0.312612186,0.004233777
2,Specimen_001,A3,A03,3,apc,5452,0.850033253,1.639087847,2.40626759,1.629379722,1.771963201,0.363411833,0.004921768
2,Specimen_001,A3,A03,3,buv.496,5452,1.409087395,2.14472985,2.854306042,2.139363652,2.24580858,0.312345206,0.004230161
2,Specimen_001,A3,A03,3,fsc,5452,2.25968945,3.092664543,3.888157026,3.07544302,3.217517723,0.363699053,0.004925658
2,Specimen_001,A3,A03,3,pe,5452,1.019531686,1.549003281,2.108158947,1.533074799,1.601707289,0.250443532,0.003391813
2,Specimen_001,A3,A03,3,percp.cy5.5,5452,1.287801721,2.046885197,2.742725131,2.033056752,2.141563645,0.317280454,0.004297
2,Specimen_001,A3,A03,3,ssc,5452,1.979548382,2.781755375,3.564453001,2.782976106,2.924071375,0.357582078,0.004842814
2,Specimen_001,A4,A04,4,alexa.fluor.488,6328,1.785329835,2.552668216,3.230500031,2.542816632,2.654798071,0.322053049,0.0040485
2,Specimen_001,A4,A04,4,apc,6328,0.850033253,1.695831767,2.473340955,1.6808637,1.83698742,0.382674118,0.004810562
2,Specimen_001,A4,A04,4,buv.496,6328,1.275311363,1.979320725,2.611723308,1.976852797,2.07628594,0.300871772,0.003782232
2,Specimen_001,A4,A04,4,fsc,6328,2.23034674,3.118836573,3.949765592,3.098270015,3.261526842,0.391109019,0.004916597
2,Specimen_001,A4,A04,4,pe,6328,1.053846415,1.569607955,2.096353774,1.549492235,1.612854999,0.240294461,0.00302072
