plate,specimen,tube,tube.no,.no,ch,n,min,median,max,geo.mean,arith.mean,sd,se
2,Specimen_002,D1,D01,37,apc,8635,1.284205063,2.054919311,2.790538477,2.044181395,2.149305334,0.31064997,0.003343029
2,Specimen_002,D1,D01,37,buv.496,8635,2.203984236,2.804582381,3.478811737,2.82989263,2.929342876,0.289799956,0.003118654
2,Specimen_002,D1,D01,37,fsc,8635,1.885926348,2.945192786,3.902168334,2.936795254,3.105333372,0.397312652,0.004275641
2,Specimen_002,D1,D01,37,pe,8635,1.299289336,2.08113119,2.796130089,2.071172282,2.17907014,0.315249045,0.003392521
2,Specimen_002,D1,D01,37,percp.cy5.5,8635,1.645422277,2.869349088,3.94144189,2.851173278,3.049789208,0.440562453,0.004741069
2,Specimen_002,D1,D01,37,ssc,8635,1.612783857,2.630020857,3.567755457,2.634752208,2.798075522,0.387692464,0.004172114
2,Specimen_002,D10,D10,46,alexa.fluor.488,35775,1.305351386,2.270911654,3.16130811,2.278166355,2.4419234,0.389433923,0.002058941
2,Specimen_002,D10,D10,46,apc,35775,1.376576943,2.153387981,2.893362209,2.149820281,2.266918915,0.327287117,0.00173037
2,Specimen_002,D10,D10,46,buv.496,35775,2.172894724,2.943172899,3.699030818,2.967840175,3.105983636,0.347683862,0.001838208
2,Specimen_002,D10,D10,46,fsc,35775,2.202488342,3.158501228,4.040710712,3.154727087,3.313851524,0.384090664,0.002030691
2,Specimen_002,D10,D10,46,pe,35775,1.352182518,2.157638094,2.906776659,2.165130845,2.292564044,0.340997208,0.001802856
2,Specimen_002,D10,D10,46,percp.cy5.5,35775,1.925312115,2.984527313,3.949828959,2.98845339,3.173940631,0.417607971,0.002207898
2,Specimen_002,D10,D10,46,ssc,35775,1.890979614,2.846213356,3.73892321,2.859178325,3.021352675,0.38430112,0.002031804
2,Specimen_002,D11,D11,47,alexa.fluor.488,59764,1.462397998,2.28012291,3.025715384,2.27861807,2.397166836,0.329601684,0.001348247
2,Specimen_002,D11,D11,47,apc,59764,1.452706236,2.127104798,2.775857897,2.118866516,2.209492523,0.286738361,0.001172913
2,Specimen_002,D11,D11,47,buv.496,59764,2.208575734,2.895643518,3.550509642,2.911982249,3.012066544,0.295247601,0.001207721
2,Specimen_002,D11,D11,47,fsc,59764,2.326745405,3.144960111,3.904031404,3.138406536,3.260428987,0.33430744,0.001367496
2,Specimen_002,D11,D11,47,pe,59764,1.468051807,2.157638094,2.800881962,2.154990864,2.246747423,0.288860327,0.001181593
2,Specimen_002,D11,D11,47,percp.cy5.5,59764,2.146748004,3.028652603,3.826606015,3.027785037,3.159781396,0.348179126,0.001424239
2,Specimen_002,D11,D11,47,ssc,59764,2.017867738,2.839729391,3.601125269,2.845724641,2.964230904,0.326588783,0.001335923
2,Specimen_002,D12,D12,48,alexa.fluor.488,62195,1.496929643,2.251881469,2.950462225,2.251083858,2.357534636,0.310728862,0.001245959
2,Specimen_002,D12,D12,48,apc,62195,1.362482456,2.057818186,2.734095426,2.048355135,2.143062339,0.293950158,0.00117868
2,Specimen_002,D12,D12,48,buv.496,62195,2.208575734,2.92513154,3.617231085,2.939757592,3.049354965,0.30949779,0.001241023
2,Specimen_002,D12,D12,48,fsc,62195,2.287174463,3.087305716,3.837141315,3.082181831,3.201858186,0.330213171,0.001324087
2,Specimen_002,D12,D12,48,pe,62195,1.428134813,2.099335294,2.735327408,2.092722789,2.181277755,0.283886472,0.001138327
2,Specimen_002,D12,D12,48,percp.cy5.5,62195,2.154119544,2.987040303,3.741009716,2.986432336,3.105869799,0.329909063,0.001322868
2,Specimen_002,D12,D12,48,ssc,62195,2.017867738,2.790285164,3.511000532,2.79909696,2.906406869,0.308765336,0.001238086
2,Specimen_002,D2,D02,38,alexa.fluor.488,11127,1.187520737,2.074084683,2.904499175,2.070303568,2.199319271,0.343423808,0.003255677
2,Specimen_002,D2,D02,38,apc,11127,1.266701956,2.00569518,2.749643578,1.994042935,2.09401595,0.302569229,0.002868374
2,Specimen_002,D2,D02,38,buv.496,11127,2.167907801,2.758836243,3.473384778,2.798066989,2.903572815,0.295950377,0.002805626
2,Specimen_002,D2,D02,38,fsc,11127,1.951531802,2.93632272,3.872488436,2.936560742,3.088690632,0.372269848,0.003529139
2,Specimen_002,D2,D02,38,pe,11127,1.299289336,2.045635878,2.756118607,2.038070133,2.142129988,0.30772029,0.002917206
2,Specimen_002,D2,D02,38,percp.cy5.5,11127,1.886490725,2.925208915,3.885417765,2.92045316,3.073887596,0.378056271,0.003583995
2,Specimen_002,D2,D02,38,ssc,11127,1.807535033,2.662946626,3.486657145,2.67939686,2.805183398,0.331779525,0.003145289
2,Specimen_002,D3,D03,39,alexa.fluor.488,7649,1.139879092,2.040602352,2.752662934,2.012499586,2.13356338,0.340374487,0.003891837
2,Specimen_002,D3,D03,39,apc,7649,1.301029996,2.072029204,2.717969901,2.045200092,2.135104768,0.292078069,0.003339617
2,Specimen_002,D3,D03,39,buv.496,7649,2.213119155,2.64972421,3.220604894,2.680452017,2.74543149,0.23272501,0.002660975
2,Specimen_002,D3,D03,39,fsc,7649,1.78575681,2.8499474,3.734495813,2.834316749,2.983677901,0.377394042,0.004315118
2,Specimen_002,D3,D03,39,pe,7649,1.317645558,2.035429738,2.606746703,2.01025356,2.09339496,0.279510167,0.003195915
2,Specimen_002,D3,D03,39,percp.cy5.5,7649,1.629409622,2.812244697,3.695429129,2.769162371,2.92608428,0.398903161,0.004561053
2,Specimen_002,D3,D03,39,ssc,7649,1.697229336,2.582744973,3.347486148,2.570955706,2.690951642,0.333299057,0.003810937
2,Specimen_002,D4,D04,40,alexa.fluor.488,7716,1.113943352,1.945468608,2.63326643,1.92779824,2.037446334,0.321145058,0.003655991
2,Specimen_002,D4,D04,40,apc,7716,1.347915163,2.049062886,2.646717332,2.027552135,2.10501238,0.269092086,0.003063408
2,Specimen_002,D4,D04,40,buv.496,7716,2.222065843,2.678518379,3.253531855,2.705860023,2.769583968,0.230460932,0.002623622
2,Specimen_002,D4,D04,40,fsc,7716,1.77626523,2.772585758,3.592856004,2.756456573,2.891016409,0.355064078,0.004042133
2,Specimen_002,D4,D04,40,pe,7716,1.317645558,1.992023029,2.525744311,1.962936201,2.035271787,0.260956668,0.002970792
2,Specimen_002,D4,D04,40,percp.cy5.5,7716,1.612783857,2.711469813,3.560265398,2.678484657,2.819329871,0.370880003,0.004222185
2,Specimen_002,D4,D04,40,ssc,7716,1.660865471,2.495544338,3.227423915,2.484354415,2.593880679,0.317417181,0.003613552
2,Specimen_002,D5,D05,41,alexa.fluor.488,22301,1.287801721,2.144262802,2.942999593,2.145204278,2.275767274,0.345579922,0.002314122
2,Specimen_002,D5,D05,41,apc,22301,1.266701956,2.021685332,2.756636108,2.008071129,2.113980424,0.311566612,0.002086358
2,Specimen_002,D5,D05,41,buv.496,22301,2.172894724,2.871018067,3.613202082,2.901062789,3.027194075,0.329244339,0.002204734
2,Specimen_002,D5,D05,41,fsc,22301,2.068779377,3.011976251,3.887228968,3.011227177,3.162073113,0.372458165,0.002494108
2,Specimen_002,D5,D05,41,pe,22301,1.299289336,2.035429738,2.722074249,2.029243159,2.131820547,0.305709024,0.002047133
2,Specimen_002,D5,D05,41,percp.cy5.5,22301,1.881954997,2.867938644,3.757593398,2.869206716,3.024057013,0.378967466,0.002537697
2,Specimen_002,D5,D05,41,ssc,22301,1.872738819,2.720820572,3.505502713,2.7366629,2.864089587,0.336751382,0.002255003
2,Specimen_002,D6,D06,42,alexa.fluor.488,21591,1.305351386,2.180125901,3.003546698,2.183177223,2.317549555,0.350117504,0.002382744
2,Specimen_002,D6,D06,42,apc,21591,1.317227354,2.052000985,2.778614262,2.041236094,2.143271295,0.304847256,0.002074655
2,Specimen_002,D6,D06,42,buv.496,21591,2.165392745,2.818258926,3.532690695,2.853941137,2.96766383,0.309729913,0.002107884
2,Specimen_002,D6,D06,42,fsc,21591,2.126001469,3.049868997,3.924628687,3.04891898,3.192913362,0.362948185,0.002470064
2,Specimen_002,D6,D06,42,pe,21591,1.335257244,2.08113119,2.791929149,2.075089679,2.18020021,0.309269189,0.002104749
2,Specimen_002,D6,D06,42,percp.cy5.5,21591,1.895422538,2.903632516,3.825880299,2.90587869,3.065556359,0.383975322,0.002613166
2,Specimen_002,D6,D06,42,ssc,21591,1.890979614,2.752662934,3.564073979,2.772442792,2.903699135,0.340929857,0.002320217
2,Specimen_002,D7,D07,43,alexa.fluor.488,20869,1.305351386,2.19145104,3.034146997,2.197184157,2.335669874,0.355038387,0.002457675
2,Specimen_002,D7,D07,43,apc,20869,1.284205063,2.027920134,2.772527044,2.017536709,2.125936026,0.313526113,0.002170316
2,Specimen_002,D7,D07,43,buv.496,20869,2.152594097,2.828240888,3.561590298,2.86481258,2.9863667,0.320894125,0.002221319
2,Specimen_002,D7,D07,43,fsc,20869,2.157033488,3.081167215,3.96053929,3.079142458,3.227800084,0.368473934,0.00255068
2,Specimen_002,D7,D07,43,pe,20869,1.335257244,2.102296484,2.847868694,2.099635737,2.213098394,0.320586399,0.002219189
2,Specimen_002,D7,D07,43,percp.cy5.5,20869,1.997386391,2.979457313,3.883604661,2.983618372,3.139520441,0.377834851,0.002615479
2,Specimen_002,D7,D07,43,ssc,20869,1.937517884,2.799753992,3.633973156,2.821120744,2.956648734,0.346365773,0.002397641
2,Specimen_002,D8,D08,44,alexa.fluor.488,15074,1.086359824,2.195899652,3.216588105,2.205134816,2.438761809,0.465495045,0.00379141
2,Specimen_002,D8,D08,44,apc,15074,1.390228353,2.207795887,3.001820222,2.208280419,2.342918331,0.350367256,0.002853706
2,Specimen_002,D8,D08,44,buv.496,15074,2.185117027,2.986009954,3.78603767,3.009635858,3.164218481,0.368941547,0.003004992
2,Specimen_002,D8,D08,44,fsc,15074,2.073645058,3.167754394,4.179787263,3.170157658,3.376476972,0.438598464,0.003572341
2,Specimen_002,D8,D08,44,pe,15074,1.317645558,2.248708743,3.105101261,2.263472138,2.427192226,0.388105358,0.003161079
2,Specimen_002,D8,D08,44,percp.cy5.5,15074,1.69019608,2.963504511,4.142846067,2.963441661,3.238100671,0.513814647,0.004184969
2,Specimen_002,D8,D08,44,ssc,15074,1.653212514,2.816506453,3.893262286,2.829842711,3.069258916,0.472083549,0.003845073
2,Specimen_002,D9,D09,45,alexa.fluor.488,38491,1.38381538,2.244029612,3.06513139,2.253320046,2.391125884,0.353587989,0.001802262
2,Specimen_002,D9,D09,45,apc,38491,1.317227354,2.091174363,2.849910551,2.086291028,2.202019617,0.324473455,0.001653863
2,Specimen_002,D9,D09,45,buv.496,38491,2.160318465,2.889497812,3.641409665,2.916483235,3.045679534,0.333376228,0.001699241
2,Specimen_002,D9,D09,45,fsc,38491,2.228656966,3.124145433,3.980807558,3.12326069,3.269456408,0.365541121,0.001863188
2,Specimen_002,D9,D09,45,pe,38491,1.36847285,2.116806918,2.849984172,2.121079103,2.236766914,0.323526897,0.001649039
2,Specimen_002,D9,D09,45,percp.cy5.5,38491,2.014520545,2.96161092,3.844066912,2.97213661,3.12805301,0.377147311,0.001922345
2,Specimen_002,D9,D09,45,ssc,38491,1.953276351,2.809020729,3.632518038,2.829183564,2.967671075,0.349878145,0.001783353
2,Specimen_002,E1,E01,49,alexa.fluor.488,10700,1.36921585,2.219584534,2.990250028,2.215576339,2.332445414,0.328780399,0.00317844
2,Specimen_002,E1,E01,49,apc,10700,1.464191355,2.180355284,2.843805633,2.167656384,2.258837362,0.288107347,0.002785239
2,Specimen_002,E1,E01,49,buv.496,10700,2.185117027,2.700400838,3.288338675,2.731265593,2.808368698,0.254912479,0.002464332
2,Specimen_002,E1,E01,49,fsc,10700,2.270585696,3.135412547,3.918136302,3.130656286,3.251139176,0.331982386,0.003209395
2,Specimen_002,E1,E01,49,pe,10700,1.455149528,2.197335715,2.873099617,2.192983441,2.285721287,0.291270363,0.002815817
2,Specimen_002,E1,E01,49,percp.cy5.5,10700,2.096910013,3.084719241,3.933213899,3.079705835,3.215508143,0.355415636,0.003435933
2,Specimen_002,E1,E01,49,ssc,10700,1.993876908,2.830075174,3.614412043,2.836913771,2.95403202,0.324528554,0.003137336
2,Specimen_002,E2,E02,50,alexa.fluor.488,10604,1.322219295,2.161368002,2.894426845,2.148641323,2.256195855,0.316619872,0.003074704
2,Specimen_002,E2,E02,50,apc,10604,1.452706236,2.144013441,2.787857037,2.133179603,2.215678337,0.27428071,0.002663547
2,Specimen_002,E2,E02,50,buv.496,10604,2.189911227,2.670709595,3.245006537,2.701937812,2.771447718,0.241314041,0.002343407
2,Specimen_002,E2,E02,50,fsc,10604,2.185995213,3.067766216,3.847525787,3.06002081,3.176943039,0.327789549,0.003183173
2,Specimen_002,E2,E02,50,pe,10604,1.428134813,2.147119599,2.788903389,2.138247498,2.223202647,0.279417842,0.002713434
2,Specimen_002,E2,E02,50,percp.cy5.5,10604,2.046885197,3.026696666,3.856668484,3.016070205,3.141951723,0.343783217,0.003338488
2,Specimen_002,E2,E02,50,ssc,10604,1.960946203,2.770115295,3.514095971,2.775621032,2.880195936,0.306852799,0.002979856
2,Specimen_002,E3,E03,51,alexa.fluor.488,10687,1.397940009,2.19145104,2.906227256,2.188552128,2.285779103,0.297400772,0.00287683
2,Specimen_002,E3,E03,51,apc,10687,1.428782514,2.112068512,2.744918533,2.098866706,2.179808941,0.27254615,0.002636405
2,Specimen_002,E3,E03,51,buv.496,10687,2.189911227,2.661149875,3.246892344,2.691207136,2.760913411,0.240799483,0.002329312
2,Specimen_002,E3,E03,51,fsc,10687,2.214896819,3.051908534,3.825304064,3.052210933,3.165131431,0.3192773,0.003088447
2,Specimen_002,E3,E03,51,pe,10687,1.455149528,2.160228343,2.800881962,2.152328242,2.233147634,0.271913318,0.002630284
2,Specimen_002,E3,E03,51,percp.cy5.5,10687,2.158965251,3.058805487,3.836438074,3.057591862,3.167630415,0.317094658,0.003067334
2,Specimen_002,E3,E03,51,ssc,10687,2.02448568,2.761175813,3.471321047,2.777946141,2.871033384,0.285950269,0.002766066
2,Specimen_002,E4,E04,52,alexa.fluor.488,10282,1.36921585,2.246005897,3.031893017,2.23630624,2.349043092,0.322560102,0.00318106
2,Specimen_002,E4,E04,52,apc,10282,1.527372087,2.205745516,2.837133686,2.193437956,2.271608727,0.266953546,0.002632673
2,Specimen_002,E4,E04,52,buv.496,10282,2.197004753,2.654657755,3.203617546,2.684909103,2.748168737,0.229739033,0.002265667
2,Specimen_002,E4,E04,52,fsc,10282,2.238698335,3.124898556,3.922783574,3.118802141,3.23996505,0.330785234,0.003262175
2,Specimen_002,E4,E04,52,pe,10282,1.527372087,2.251855888,2.903524058,2.247404422,2.330490604,0.274825547,0.002710306
2,Specimen_002,E4,E04,52,percp.cy5.5,10282,2.115943197,3.107006355,3.940446782,3.096162703,3.226199454,0.347694923,0.003428937
2,Specimen_002,E4,E04,52,ssc,10282,1.986771734,2.820201459,3.599468216,2.825653763,2.940488145,0.320678782,0.003162506
3,Specimen_001,A1,A01,1,alexa.fluor.488,16799,2.128722284,2.8162413,3.350199545,2.804490932,2.873813611,0.252518407,0.00194828
3,Specimen_001,A1,A01,1,apc,16799,1.108565029,1.843979843,2.465115064,1.823589305,1.922453443,0.304650488,0.002350499
3,Specimen_001,A1,A01,1,buv.496,16799,1.544316147,2.203468037,2.750616388,2.192869495,2.26512913,0.257352653,0.001985578
3,Specimen_001,A1,A01,1,fsc,16799,2.350945433,3.136707874,3.78502499,3.115553212,3.223788436,0.318764276,0.002459393
3,Specimen_001,A1,A01,1,pe,16799,1.245512677,1.726645697,2.17963794,1.713978263,1.764047862,0.213376507,0.001646284
3,Specimen_001,A1,A01,1,percp.cy5.5,16799,1.50174373,2.206150982,2.778332169,2.189156674,2.268739568,0.272459479,0.002102133
3,Specimen_001,A1,A01,1,ssc,16799,2.161368002,2.914210891,3.526565414,2.901041702,2.995549553,0.294888345,0.002275181
3,Specimen_001,A10,A10,10,alexa.fluor.488,3347,1.261262869,2.069112851,2.818225894,2.065827331,2.210097126,0.364405364,0.006298787
3,Specimen_001,A10,A10,10,apc,3347,0.840106099,1.485721432,2.092860957,1.46573463,1.557599356,0.292548987,0.005056741
3,Specimen_001,A10,A10,10,buv.496,3347,1.900749356,2.876142754,3.781761123,2.868948178,3.071526791,0.438375291,0.007577365
3,Specimen_001,A10,A10,10,fsc,3347,2.206825876,3.087341227,3.917326903,3.06978975,3.239741262,0.39885506,0.006894254
3,Specimen_001,A10,A10,10,pe,3347,1.00560945,1.501196229,2.01669913,1.479313211,1.536729009,0.229288372,0.003963275
3,Specimen_001,A10,A10,10,percp.cy5.5,3347,0.929418926,1.633468456,2.342422681,1.62439593,1.743888914,0.330608422,0.005714603
3,Specimen_001,A10,A10,10,ssc,3347,2.04630002,2.916585533,3.733377849,2.9154881,3.09052581,0.402574255,0.00695854
3,Specimen_001,A11,A11,11,alexa.fluor.488,19511,1.52179165,2.23363058,2.906200314,2.241725975,2.344803115,0.302356129,0.002164607
3,Specimen_001,A11,A11,11,apc,19511,1.351409771,2.079687625,2.825088406,2.074125221,2.183296121,0.313740241,0.002246107
3,Specimen_001,A11,A11,11,buv.496,19511,1.403120508,2.261120069,3.14809341,2.266840016,2.412462363,0.363831233,0.002604715
3,Specimen_001,A11,A11,11,fsc,19511,2.192790368,2.937658272,3.653170053,2.941156106,3.056400365,0.321708416,0.002303152
3,Specimen_001,A11,A11,11,pe,19511,1.512417535,2.196010268,2.857700276,2.201315652,2.29606535,0.291553159,0.002087267
3,Specimen_001,A11,A11,11,percp.cy5.5,19511,2.037426498,2.786396461,3.492201451,2.796613483,2.908486743,0.3154497,0.002258345
3,Specimen_001,A11,A11,11,ssc,19511,1.980003372,2.691523522,3.403892296,2.709352748,2.809423517,0.295533892,0.002115765
3,Specimen_001,A12,A12,12,alexa.fluor.488,10660,1.633468456,2.23363058,2.847418408,2.240999597,2.315782889,0.256682987,0.002486099
3,Specimen_001,A12,A12,12,apc,10660,1.155943009,1.904066054,2.654099511,1.901993466,2.033917188,0.345387167,0.003345242
3,Specimen_001,A12,A12,12,buv.496,10660,1.374381704,2.07943451,2.876142754,2.089547525,2.1965625,0.306798131,0.002971489
3,Specimen_001,A12,A12,12,fsc,10660,2.194569809,2.792979609,3.423134389,2.803080736,2.888920661,0.273883449,0.002652694
3,Specimen_001,A12,A12,12,pe,10660,1.698709327,2.350771162,3.059650488,2.359086487,2.45313735,0.286782012,0.002777623
3,Specimen_001,A12,A12,12,percp.cy5.5,10660,2.23363058,2.84135947,3.462697408,2.847024924,2.923296594,0.258636478,0.00250502
3,Specimen_001,A12,A12,12,ssc,10660,2.043362278,2.625440902,3.250602953,2.635731693,2.707196001,0.248406489,0.002405937
3,Specimen_001,A2,A02,2,alexa.fluor.488,5153,1.458637849,2.36125552,3.081437326,2.335083005,2.478290048,0.372404386,0.005187818
3,Specimen_001,A2,A02,2,apc,5153,0.884228761,1.52582197,2.141888548,1.505104349,1.598389775,0.29329748,0.004085811
3,Specimen_001,A2,A02,2,buv.496,5153,1.030194796,1.748808019,2.359095225,1.742771204,1.846213005,0.308813048,0.004301952
3,Specimen_001,A2,A02,2,fsc,5153,2.282667423,3.222581216,4.002868976,3.180217853,3.339318365,0.394478817,0.005495328
3,Specimen_001,A2,A02,2,pe,5153,1.071513804,1.544440122,2.04359802,1.530728712,1.585527462,0.222318978,0.003097038
3,Specimen_001,A2,A02,2,percp.cy5.5,5153,1,1.795880017,2.507855872,1.782956522,1.911385828,0.348386309,0.004853232
3,Specimen_001,A2,A02,2,ssc,5153,2.103803721,3.072709323,3.845051506,3.041263093,3.207876337,0.402871097,0.005612237
3,Specimen_001,A3,A03,3,alexa.fluor.488,30465,2.057856209,2.756065294,3.300323693,2.744755549,2.818279868,0.260401007,0.001491908
3,Specimen_001,A3,A03,3,apc,30465,1.198657092,1.946059059,2.571102971,1.925375152,2.025201314,0.306354083,0.001755186
3,Specimen_001,A3,A03,3,buv.496,30465,1.467608111,2.147119599,2.69823107,2.134826275,2.211671298,0.266369365,0.001526102
3,Specimen_001,A3,A03,3,fsc,30465,2.387745654,3.178274588,3.838257015,3.156902228,3.265886938,0.320275205,0.001834944
3,Specimen_001,A3,A03,3,pe,30465,1.202488306,1.698709327,2.165095875,1.682665011,1.735503322,0.219091237,0.001255233
3,Specimen_001,A3,A03,3,percp.cy5.5,30465,1.423245874,2.14066514,2.717254313,2.118544482,2.202936946,0.281226825,0.001611225
3,Specimen_001,A3,A03,3,ssc,30465,2.133538908,2.923244019,3.561727319,2.910645185,3.012124639,0.306172961,0.001754148
3,Specimen_001,A4,A04,4,alexa.fluor.488,4801,1.384711743,2.133538908,2.834261709,2.134072978,2.25319616,0.329270249,0.004752112
3,Specimen_001,A4,A04,4,apc,4801,1.082785384,1.904066054,2.698761501,1.905416606,2.065052341,0.383595562,0.005536148
3,Specimen_001,A4,A04,4,buv.496,4801,0.959041411,1.582744947,2.190051401,1.580767698,1.665933172,0.277629444,0.004006818
3,Specimen_001,A4,A04,4,fsc,4801,2.26035763,3.058926824,3.829126142,3.050315557,3.18858084,0.357178304,0.005154888
3,Specimen_001,A4,A04,4,pe,4801,1.00560945,1.501196229,1.995371883,1.4769343,1.53246239,0.226084772,0.003262913
3,Specimen_001,A4,A04,4,percp.cy5.5,4801,0.929418926,1.640978057,2.325823419,1.62204226,1.728098815,0.313473183,0.004524124
3,Specimen_001,A4,A04,4,ssc,4801,2.103803721,2.89014146,3.629969946,2.89177793,3.025184368,0.348586232,0.005030885
3,Specimen_001,A5,A05,5,alexa.fluor.488,20536,1.996730515,2.640978057,3.172456974,2.634884877,2.701009612,0.244764142,0.001708008
3,Specimen_001,A5,A05,5,apc,20536,1.082785384,1.728678374,2.320021595,1.710854487,1.795556619,0.280067386,0.00195436
3,Specimen_001,A5,A05,5,buv.496,20536,1.416806882,2.042772331,2.591743375,2.032321935,2.102490173,0.252460655,0.001761716
3,Specimen_001,A5,A05,5,fsc,20536,2.296928309,3.013965737,3.645064454,3.006951857,3.102638031,0.295578725,0.002062601
3,Specimen_001,A5,A05,5,pe,20536,1.453165383,2.126456123,2.708803167,2.117450338,2.200888156,0.276081227,0.001926544
3,Specimen_001,A5,A05,5,percp.cy5.5,20536,1.384711743,2.06069784,2.648360011,2.044309962,2.124503479,0.272593776,0.001902208
3,Specimen_001,A5,A05,5,ssc,20536,2.096040554,2.770115295,3.360546082,2.770102863,2.850524476,0.268799402,0.00187573
3,Specimen_001,A6,A06,6,alexa.fluor.488,7433,1.423245874,2.126293791,2.761739954,2.124282662,2.221909715,0.298423218,0.00346139
3,Specimen_001,A6,A06,6,apc,7433,0.840106099,1.441538029,2.028652572,1.422195941,1.50518723,0.27693926,0.003212199
3,Specimen_001,A6,A06,6,buv.496,7433,0.996073648,1.573451831,2.13440027,1.562480417,1.635663242,0.257175745,0.002982964
3,Specimen_001,A6,A06,6,fsc,7433,2.201615587,2.967416906,3.694166296,2.964602348,3.081985553,0.326507682,0.00378714
3,Specimen_001,A6,A06,6,pe,7433,1.789510205,2.576329819,3.260355243,2.574465465,2.693352376,0.330438209,0.00383273
3,Specimen_001,A6,A06,6,percp.cy5.5,7433,1.031408464,1.722222464,2.376576957,1.707949105,1.807049359,0.302935555,0.003513728
3,Specimen_001,A6,A06,6,ssc,7433,2.093421685,2.812244697,3.486395054,2.817846711,2.921243475,0.304613901,0.003533195
3,Specimen_001,A7,A07,7,alexa.fluor.488,11970,1.696793085,2.401831175,2.978636948,2.392631839,2.473423945,0.271641645,0.002482843
3,Specimen_001,A7,A07,7,apc,11970,1.055378355,1.728678374,2.335136818,1.710441742,1.799868729,0.288577995,0.002637644
3,Specimen_001,A7,A07,7,buv.496,11970,1.144885419,1.8018837,2.400175195,1.792745353,1.873593856,0.272343263,0.002489256
3,Specimen_001,A7,A07,7,fsc,11970,2.333245687,3.073483726,3.703067715,3.058522391,3.154520069,0.297398821,0.002718267
3,Specimen_001,A7,A07,7,pe,11970,1.369401411,1.976762527,2.504769806,1.967235231,2.038551634,0.255293029,0.002333414
3,Specimen_001,A7,A07,7,percp.cy5.5,11970,2.306960863,3.079543007,3.689331062,3.069876399,3.162529857,0.29273924,0.002675678
3,Specimen_001,A7,A07,7,ssc,11970,2.126293791,2.833067322,3.43055877,2.828309838,2.911142951,0.274261444,0.002506788
3,Specimen_001,A8,A08,8,alexa.fluor.488,5435,1.769007871,2.368286885,2.879955585,2.362320434,2.427833473,0.243114699,0.003297702
3,Specimen_001,A8,A08,8,apc,5435,0.99475695,1.6277754,2.198327131,1.603330324,1.688203337,0.280878555,0.003809946
3,Specimen_001,A8,A08,8,buv.496,5435,1.091315165,1.626443039,2.131811093,1.61211379,1.67093495,0.231956688,0.003146351
3,Specimen_001,A8,A08,8,fsc,5435,2.251102622,2.878268957,3.4388966,2.869188094,2.949121473,0.269638672,0.003657484
3,Specimen_001,A8,A08,8,pe,5435,1.399154329,1.957319894,2.452093221,1.936727698,1.993183789,0.22757155,0.003086869
3,Specimen_001,A8,A08,8,percp.cy5.5,5435,2.343900712,2.952186817,3.479215288,2.949326254,3.014773188,0.24379065,0.003306871
3,Specimen_001,A8,A08,8,ssc,5435,2.133538908,2.717878449,3.230193379,2.711436425,2.773279938,0.235690367,0.003196996
3,Specimen_001,A9,A09,9,alexa.fluor.488,13571,1.858837851,2.625055091,3.225373904,2.607616949,2.701190115,0.295737981,0.00253864
3,Specimen_001,A9,A09,9,apc,13571,1.026124512,1.779596497,2.418665815,1.760645218,1.869829485,0.319767596,0.002744913
3,Specimen_001,A9,A09,9,buv.496,13571,2.11324121,2.935522395,3.615819665,2.912979137,3.023782497,0.324195782,0.002782925
3,Specimen_001,A9,A09,9,fsc,13571,2.312092666,3.151467899,3.844782747,3.123470294,3.250251244,0.346380315,0.002973359
3,Specimen_001,A9,A09,9,pe,13571,1.154728199,1.653115973,2.137100789,1.637132392,1.691542155,0.222996217,0.001914219
3,Specimen_001,A9,A09,9,percp.cy5.5,13571,1.278753601,2.034427905,2.675319983,2.011460978,2.112349518,0.308174092,0.002645393
3,Specimen_001,A9,A09,9,ssc,13571,2.101231387,2.9240207,3.598872545,2.908572709,3.024693969,0.329339461,0.002827078
3,Specimen_002,B1,B01,13,alexa.fluor.488,30330,1.327358934,2.111430552,2.777245526,2.102437977,2.202998367,0.305332259,0.00175322
3,Specimen_002,B1,B01,13,apc,30330,1.155943009,1.956840495,2.677679953,1.937347151,2.051543958,0.325556539,0.001869348
3,Specimen_002,B1,B01,13,buv.496,30330,2.325515676,3.063892286,3.729555141,3.059578069,3.176337237,0.326408415,0.00187424
3,Specimen_002,B1,B01,13,fsc,30330,1.849787837,2.74697652,3.519801726,2.736098623,2.868989042,0.352685352,0.002025122
3,Specimen_002,B1,B01,13,pe,30330,1.320561682,1.965201679,2.550729648,1.949828082,2.02493652,0.263082459,0.001510622
3,Specimen_002,B1,B01,13,percp.cy5.5,30330,1.826074803,2.644684718,3.341978289,2.636374677,2.740586437,0.310423513,0.001782454
3,Specimen_002,B1,B01,13,ssc,30330,1.790636962,2.544688022,3.204526943,2.543719617,2.63585367,0.288747493,0.00165799
3,Specimen_002,B10,B10,22,alexa.fluor.488,50620,1.327358934,2.159115822,2.935884968,2.168277841,2.30295033,0.349116249,0.001551704
3,Specimen_002,B10,B10,22,apc,50620,1.306210503,2.16447185,2.977577289,2.164498904,2.303034972,0.356550862,0.001584749
3,Specimen_002,B10,B10,22,buv.496,50620,2.220735545,2.999530701,3.772535145,3.015314183,3.161148119,0.360023508,0.001600184
3,Specimen_002,B10,B10,22,fsc,50620,1.918659284,2.85909023,3.731314735,2.859209893,3.017476728,0.382294468,0.00169917
3,Specimen_002,B10,B10,22,pe,50620,1.369401411,2.142326879,2.869055626,2.147788855,2.26431758,0.325734456,0.00144778
